sim_time, one_dynamixel_simulation/joint1?0/position
16.125, 0.00485248
16.126, 0.00485248
16.127, 0.00485248
16.128, 0.00485248
16.129, 0.00485248
16.13, 0.00485248
16.131, 0.00485248
16.132, 0.00485248
16.133, 0.00485248
16.134, 0.00485248
16.135, 0.00485248
16.136, 0.00485248
16.137, 0.00485248
16.138, 0.00485248
16.139, 0.00485248
16.14, 0.00485248
16.141, 0.00485248
16.142, 0.00485248
16.143, 0.00485248
16.144, 0.00485248
16.145, 0.00485248
16.146, 0.00485248
16.147, 0.00485248
16.148, 0.00485248
16.149, 0.00485248
16.15, 0.00485248
16.151, 0.00485248
16.152, 0.00485248
16.153, 0.00485248
16.154, 0.00485248
16.155, 0.00485248
16.156, 0.00485248
16.157, 0.00485248
16.158, 0.00485248
16.159, 0.00485248
16.16, 0.00485248
16.161, 0.00485248
16.162, 0.00485248
16.163, 0.00485248
16.164, 0.00485248
16.165, 0.00485248
16.166, 0.00485248
16.167, 0.00485248
16.168, 0.00485248
16.169, 0.00485248
16.17, 0.00485248
16.171, 0.00485248
16.172, 0.00485248
16.173, 0.00485248
16.174, 0.00485248
16.175, 0.00485248
16.176, 0.00485248
16.177, 0.00485248
16.178, 0.00485248
16.179, 0.00485248
16.18, 0.00485248
16.181, 0.00485248
16.182, 0.00485248
16.183, 0.00485248
16.184, 0.00485248
16.185, 0.00485248
16.186, 0.00485248
16.187, 0.00485248
16.188, 0.00485248
16.189, 0.00485248
16.19, 0.00485248
16.191, 0.00485248
16.192, 0.00485248
16.193, 0.00485248
16.194, 0.00485248
16.195, 0.00485248
16.196, 0.00485248
16.197, 0.00485248
16.198, 0.00485248
16.199, 0.00485248
16.2, 0.00485248
16.201, 0.00485248
16.202, 0.00485248
16.203, 0.00485248
16.204, 0.00485248
16.205, 0.00485248
16.206, 0.00485248
16.207, 0.00485248
16.208, 0.00485248
16.209, 0.00485248
16.21, 0.00485248
16.211, 0.00485248
16.212, 0.00485248
16.213, 0.00485248
16.214, 0.00485248
16.215, 0.00485248
16.216, 0.00485248
16.217, 0.00485248
16.218, 0.00485248
16.219, 0.00485248
16.22, 0.00485248
16.221, 0.00485248
16.222, 0.00485248
16.223, 0.00485248
16.224, 0.00485248
16.225, 0.00485248
16.226, 0.00485248
16.227, 0.00485248
16.228, 0.00485248
16.229, 0.00485248
16.23, 0.00485248
16.231, 0.00485248
16.232, 0.00485248
16.233, 0.00485248
16.234, 0.00485248
16.235, 0.00485248
16.236, 0.00485248
16.237, 0.00485248
16.238, 0.00485248
16.239, 0.00485248
16.24, 0.00485248
16.241, 0.00485248
16.242, 0.00485248
16.243, 0.00485248
16.244, 0.00485248
16.245, 0.00485248
16.246, 0.00485248
16.247, 0.00485248
16.248, 0.00485248
16.249, 0.00485248
16.25, 0.00485248
16.251, 0.00485248
16.252, 0.00485248
16.253, 0.00485248
16.254, 0.00485248
16.255, 0.00485248
16.256, 0.00485248
16.257, 0.00485248
16.258, 0.00485248
16.259, 0.00485248
16.26, 0.00485248
16.261, 0.00485248
16.262, 0.00485248
16.263, 0.00485248
16.264, 0.00485248
16.265, 0.00485248
16.266, 0.00485248
16.267, 0.00485248
16.268, 0.00485248
16.269, 0.00485248
16.27, 0.00485248
16.271, 0.00485248
16.272, 0.00485248
16.273, 0.00485248
16.274, 0.00485248
16.275, 0.00485248
16.276, 0.00485248
16.277, 0.00485248
16.278, 0.00485248
16.279, 0.00485248
16.28, 0.00485248
16.281, 0.00485248
16.282, 0.00485248
16.283, 0.00485248
16.284, 0.00485248
16.285, 0.00485248
16.286, 0.00485248
16.287, 0.00485248
16.288, 0.00485248
16.289, 0.00485248
16.29, 0.00485248
16.291, 0.00485248
16.292, 0.00485248
16.293, 0.00485248
16.294, 0.00485248
16.295, 0.00485248
16.296, 0.00485248
16.297, 0.00485248
16.298, 0.00485248
16.299, 0.00485248
16.3, 0.00485248
