0.00,-0.15,0.00,0.00
0.00,-0.04,0.00,0.00
0.00,0.58,0.00,37.66
0.00,0.14,0.00,0.00
0.00,-0.04,0.00,0.00
0.00,-0.13,0.00,0.00
0.00,-0.08,0.00,34.97
0.00,-0.08,0.00,0.00
0.00,0.69,0.00,0.00
0.00,-0.04,0.00,0.00
0.00,-0.05,0.00,0.00
0.00,-0.13,0.00,0.00
0.00,0.27,0.00,-5.38
0.00,-0.02,0.00,0.00
0.00,-0.28,0.00,0.00
0.00,-0.02,0.00,0.00
23.00,-0.15,0.00,0.00
23.00,-0.04,0.00,0.00
23.00,0.58,0.00,37.66
23.00,0.14,0.00,0.00
23.00,-0.04,0.00,0.00
23.00,-0.13,0.00,0.00
23.00,-0.08,0.00,34.97
23.00,-0.08,0.00,0.00
23.00,0.69,0.00,0.00
23.00,-0.04,0.00,0.00
23.00,-0.05,0.00,0.00
23.00,-0.13,0.00,0.00
23.00,0.27,0.00,-5.38
23.00,-0.02,0.00,-2.69
23.00,-0.28,0.00,0.00
23.00,-0.02,0.00,-5.38
43.00,-0.15,0.00,0.00
43.00,-0.04,0.00,0.00
43.00,0.58,0.00,37.66
43.00,0.14,0.00,0.00
43.00,-0.04,0.00,0.00
43.00,-0.13,0.00,0.00
43.00,-0.08,0.00,34.97
43.00,-0.08,0.00,0.00
43.00,0.69,0.00,0.00
43.00,-0.04,0.00,0.00
43.00,-0.05,0.00,0.00
43.00,-0.13,0.00,0.00
43.00,0.27,0.00,-5.38
43.00,-0.02,0.00,-2.69
43.00,-0.28,0.00,0.00
43.00,-0.02,0.00,-5.38
63.00,-0.15,0.00,0.00
63.00,-0.04,0.00,0.00
63.00,0.58,0.00,37.66
63.00,0.14,0.00,0.00
63.00,-0.04,0.00,0.00
63.00,-0.13,0.00,0.00
63.00,-0.08,0.00,34.97
63.00,-0.08,0.00,0.00
63.00,0.69,0.00,0.00
63.00,-0.04,0.00,0.00
63.00,-0.05,0.00,0.00
63.00,-0.13,0.00,0.00
63.00,0.27,0.00,-5.38
63.00,-0.02,0.00,-2.69
63.00,-0.28,0.00,0.00
63.00,-0.02,0.00,-2.69
83.00,-0.15,0.00,0.00
83.00,-0.04,0.00,0.00
83.00,0.58,0.00,37.66
83.00,0.14,0.00,0.00
83.00,-0.04,0.00,0.00
83.00,-0.13,0.00,0.00
83.00,-0.08,0.00,34.97
83.00,-0.08,0.00,0.00
83.00,0.69,0.00,0.00
83.00,-0.04,0.00,0.00
83.00,-0.05,0.00,0.00
83.00,-0.13,0.00,0.00
83.00,0.27,0.00,-5.38
83.00,-0.02,0.00,-2.69
83.00,-0.28,0.00,0.00
83.00,-0.02,0.00,-2.69
103.00,-0.15,0.00,0.00
103.00,-0.04,0.00,0.00
103.00,0.58,0.00,37.66
103.00,0.14,0.00,0.00
103.00,-0.04,0.00,0.00
103.00,-0.13,0.00,0.00
103.00,-0.08,0.00,34.97
103.00,-0.08,0.00,0.00
103.00,0.69,0.00,0.00
103.00,-0.04,0.00,0.00
103.00,-0.05,0.00,0.00
103.00,-0.13,0.00,0.00
103.00,0.27,0.00,-8.07
103.00,-0.01,0.00,0.00
103.00,-0.28,0.00,0.00
103.00,-0.02,0.00,0.00
123.00,-0.15,0.00,0.00
123.00,-0.04,0.00,0.00
123.00,0.58,0.00,37.66
123.00,0.14,0.00,0.00
123.00,-0.04,0.00,0.00
123.00,-0.13,0.00,0.00
123.00,-0.08,0.00,34.97
123.00,-0.08,0.00,0.00
123.00,0.69,0.00,0.00
123.00,-0.04,0.00,0.00
123.00,-0.05,0.00,0.00
123.00,-0.13,0.00,0.00
123.00,0.27,0.00,-8.07
