0.00,-0.07,0.02,34.97
10.00,-0.07,0.02,8.07
19.00,-0.07,0.02,16.14
29.00,-0.07,0.02,18.83
40.00,-0.07,0.05,13.45
49.00,-0.07,0.05,21.52
59.00,-0.07,0.05,16.14
70.00,-0.07,0.05,10.76
79.00,-0.07,0.05,18.83
90.00,-0.07,0.05,16.14
100.00,-0.07,0.05,13.45
109.00,-0.07,0.05,29.59
119.00,-0.07,0.05,16.14
129.00,-0.06,0.05,18.83
139.00,-0.06,0.05,24.21
149.00,-0.06,0.05,26.90
159.00,-0.06,0.02,13.45
169.00,-0.06,0.02,21.52
179.00,-0.06,0.02,26.90
189.00,-0.06,0.02,21.52
199.00,-0.06,0.05,21.52
209.00,-0.06,0.05,18.83
219.00,-0.06,0.05,16.14
229.00,-0.06,0.05,21.52
239.00,-0.06,0.05,29.59
249.00,-0.06,0.05,8.07
259.00,-0.06,0.05,21.52
269.00,-0.06,0.05,24.21
279.00,-0.06,0.05,21.52
289.00,-0.06,0.02,13.45
299.00,-0.06,0.02,10.76
309.00,-0.06,0.02,10.76
319.00,-0.06,0.05,21.52
329.00,-0.06,0.05,29.59
339.00,-0.05,0.05,13.45
350.00,-0.05,0.05,21.52
359.00,-0.05,0.05,26.90
369.00,-0.05,0.05,21.52
379.00,-0.05,0.05,29.59
389.00,-0.05,0.05,26.90
399.00,-0.05,0.02,10.76
409.00,-0.05,0.02,26.90
419.00,-0.05,0.02,34.97
429.00,-0.05,0.02,34.97
439.00,-0.05,0.02,18.83
449.00,-0.05,0.02,26.90
459.00,-0.05,0.02,29.59
469.00,-0.05,0.02,24.21
479.00,-0.05,0.02,21.52
489.00,-0.05,0.02,29.59
499.00,-0.05,0.02,13.45
509.00,-0.05,0.05,18.83
519.00,-0.05,0.05,32.28
529.00,-0.05,0.05,16.14
539.00,-0.04,0.02,13.45
549.00,-0.04,0.02,24.21
559.00,-0.04,0.02,10.76
570.00,-0.04,0.05,18.83
580.00,-0.04,0.05,24.21
589.00,-0.04,0.05,16.14
600.00,-0.04,0.05,16.14
609.00,-0.04,0.05,24.21
619.00,-0.04,0.05,13.45
629.00,-0.04,0.05,21.52
639.00,-0.04,0.05,24.21
650.00,-0.04,0.05,18.83
659.00,-0.04,0.05,18.83
669.00,-0.04,0.05,21.52
679.00,-0.04,0.05,24.21
689.00,-0.04,0.05,26.90
699.00,-0.04,0.02,18.83
709.00,-0.04,0.02,21.52
719.00,-0.04,0.02,26.90
729.00,-0.04,0.02,24.21
739.00,-0.03,0.02,10.76
749.00,-0.03,0.02,18.83
759.00,-0.03,0.02,16.14
769.00,-0.03,0.05,13.45
779.00,-0.03,0.05,26.90
789.00,-0.03,0.05,24.21
799.00,-0.03,0.05,8.07
809.00,-0.03,0.05,16.14
819.00,-0.03,0.05,26.90
829.00,-0.03,0.05,16.14
839.00,-0.03,0.05,21.52
849.00,-0.03,0.05,26.90
859.00,-0.03,0.02,21.52
869.00,-0.03,0.02,18.83
879.00,-0.03,0.02,24.21
889.00,-0.03,0.02,26.90
899.00,-0.03,0.02,26.90
910.00,-0.03,0.02,24.21
919.00,-0.03,0.02,24.21
929.00,-0.03,0.02,18.83
939.00,-0.02,0.05,21.52
949.00,-0.02,0.05,21.52
959.00,-0.02,0.05,10.76
969.00,-0.02,0.02,21.52
979.00,-0.02,0.02,13.45
989.00,-0.02,0.02,10.76
999.00,-0.02,0.05,21.52
1009.00,-0.02,0.05,26.90
1019.00,-0.02,0.05,13.45
1029.00,-0.02,0.05,32.28
1040.00,-0.02,0.05,34.97
1049.00,-0.02,0.05,24.21
1059.00,-0.02,0.02,21.52
1069.00,-0.02,0.02,29.59
1079.00,-0.02,0.05,16.14
1089.00,-0.02,0.05,21.52
1099.00,-0.02,0.05,24.21
1109.00,-0.02,0.05,24.21
1119.00,-0.02,0.02,21.52
1129.00,-0.02,0.02,26.90
1139.00,-0.02,0.02,13.45
1149.00,-0.01,0.05,16.14
1159.00,-0.01,0.05,29.59
1169.00,-0.01,0.05,21.52
1179.00,-0.01,0.02,21.52
1189.00,-0.01,0.02,26.90
1199.00,-0.01,0.02,13.45
1209.00,-0.01,0.05,18.83
1219.00,-0.01,0.05,29.59
1229.00,-0.01,0.05,8.07
1239.00,-0.01,0.05,16.14
1249.00,-0.01,0.05,24.21
1259.00,-0.01,0.05,13.45
1269.00,-0.01,0.05,21.52
1279.00,-0.01,0.05,26.90
1289.00,-0.01,0.05,10.76
1299.00,-0.01,0.05,21.52
1309.00,-0.01,0.05,32.28
1319.00,-0.01,0.02,21.52
1329.00,-0.00,0.02,13.45
1339.00,-0.00,0.02,26.90
1349.00,-0.00,0.02,24.21
1359.00,-0.00,0.02,10.76
1369.00,-0.00,0.02,16.14
1379.00,-0.00,0.02,24.21
1389.00,-0.00,0.02,10.76
1399.00,-0.00,0.02,18.83
1409.00,-0.00,0.02,29.59
1419.00,0.00,0.05,10.76
1429.00,0.00,0.05,13.45
1439.00,0.00,0.05,26.90
1449.00,0.00,0.05,18.83
1459.00,0.00,0.05,21.52
1469.00,0.00,0.05,16.14
1479.00,0.00,0.05,13.45
1489.00,0.00,0.05,18.83
1499.00,0.00,0.05,26.90
1509.00,0.00,0.02,21.52
1519.00,0.00,0.02,18.83
1529.00,0.00,0.02,26.90
1539.00,0.00,0.02,18.83
1549.00,0.00,0.02,16.14
1559.00,0.01,0.02,18.83
1569.00,0.01,0.02,5.38
1579.00,0.01,0.05,18.83
1589.00,0.01,0.05,29.59
1599.00,0.01,0.05,10.76
1609.00,0.01,0.02,18.83
1619.00,0.01,0.02,16.14
1629.00,0.01,0.05,2.69
1639.00,0.01,0.05,21.52
1649.00,0.01,0.05,21.52
1659.00,0.01,0.05,21.52
1669.00,0.01,0.05,24.21
1679.00,0.01,0.05,29.59
1689.00,0.01,0.05,16.14
1699.00,0.01,0.05,24.21
1709.00,0.01,0.05,34.97
1719.00,0.02,0.05,24.21
1729.00,0.02,0.05,26.90
1739.00,0.02,0.05,21.52
1749.00,0.02,0.05,13.45
1759.00,0.02,0.05,18.83
1769.00,0.02,0.05,21.52
1779.00,0.02,0.02,32.28
1789.00,0.02,0.02,26.90
1799.00,0.02,0.02,18.83
1809.00,0.02,0.02,34.97
1819.00,0.02,0.02,21.52
1829.00,0.02,0.02,16.14
1839.00,0.02,0.02,24.21
1849.00,0.02,0.02,21.52
1859.00,0.02,0.02,16.14
1869.00,0.02,0.05,18.83
1879.00,0.02,0.05,10.76
1889.00,0.02,0.05,18.83
1899.00,0.02,0.05,24.21
1909.00,0.02,0.05,10.76
1919.00,0.02,0.05,21.52
1929.00,0.02,0.05,26.90
1939.00,0.03,0.05,16.14
1949.00,0.03,0.05,16.14
1959.00,0.03,0.05,18.83
1969.00,0.03,0.05,16.14
1979.00,0.03,0.05,18.83
1989.00,0.03,0.05,18.83
1999.00,0.03,0.05,24.21
2009.00,0.03,0.05,21.52
2019.00,0.03,0.05,18.83
2029.00,0.03,0.02,10.76
2039.00,0.03,0.02,13.45
2049.00,0.03,0.02,24.21
2059.00,0.03,0.05,21.52
2069.00,0.03,0.05,26.90
2079.00,0.03,0.05,21.52
2089.00,0.03,0.02,10.76
2100.00,0.03,0.02,24.21
2109.00,0.03,0.02,16.14
2119.00,0.04,0.05,26.90
2129.00,0.04,0.02,21.52
2139.00,0.04,0.02,16.14
2149.00,0.04,0.02,24.21
2159.00,0.04,0.02,21.52
2169.00,0.04,0.02,16.14
2180.00,0.04,0.02,24.21
2189.00,0.04,0.02,16.14
2199.00,0.04,0.02,16.14
2209.00,0.04,0.02,16.14
2219.00,0.04,0.02,13.45
2229.00,0.04,0.02,18.83
2239.00,0.04,0.02,26.90
2249.00,0.04,0.02,13.45
2259.00,0.04,0.02,18.83
2269.00,0.04,0.02,29.59
2279.00,0.04,0.02,24.21
2289.00,0.04,0.02,24.21
2299.00,0.04,0.05,26.90
2309.00,0.04,0.05,24.21
2319.00,0.04,0.05,34.97
2329.00,0.04,0.05,32.28
2339.00,0.05,0.05,13.45
2349.00,0.05,0.02,26.90
2359.00,0.05,0.02,34.97
2370.00,0.05,0.02,24.21
2379.00,0.05,0.02,18.83
2389.00,0.05,0.02,18.83
2400.00,0.05,0.05,13.45
2409.00,0.05,0.05,21.52
2419.00,0.05,0.05,34.97
2429.00,0.05,0.02,18.83
2439.00,0.05,0.02,24.21
2449.00,0.05,0.02,32.28
2459.00,0.05,0.02,16.14
2469.00,0.05,0.02,29.59
2479.00,0.05,0.02,29.59
2489.00,0.05,0.02,21.52
2499.00,0.05,0.05,21.52
2509.00,0.05,0.05,21.52
2519.00,0.05,0.05,32.28
2529.00,0.06,0.05,21.52
2539.00,0.05,0.02,21.52
2549.00,0.06,0.02,34.97
2559.00,0.06,0.02,18.83
2569.00,0.06,0.02,24.21
2579.00,0.06,0.02,13.45
2589.00,0.06,0.05,13.45
2599.00,0.06,0.05,26.90
2609.00,0.06,0.05,18.83
2619.00,0.06,0.05,13.45
2629.00,0.06,0.05,24.21
2639.00,0.06,0.05,18.83
2649.00,0.06,0.05,26.90
2659.00,0.06,0.05,32.28
2669.00,0.06,0.02,24.21
2679.00,0.06,0.02,13.45
2690.00,0.06,0.02,18.83
2699.00,0.06,0.02,32.28
2709.00,0.06,0.05,18.83
2719.00,0.06,0.05,26.90
2729.00,0.06,0.05,24.21
2739.00,0.07,0.05,10.76
2749.00,0.07,0.05,24.21
2759.00,0.07,0.05,26.90
2769.00,0.07,0.05,29.59
2779.00,0.07,0.05,29.59
2789.00,0.07,0.02,24.21
2799.00,0.07,0.02,21.52
2809.00,0.07,0.02,10.76
2819.00,0.07,0.02,18.83
2829.00,0.07,0.02,18.83
2839.00,0.07,0.05,21.52
2849.00,0.07,0.05,26.90
2859.00,0.07,0.05,21.52
2869.00,0.07,0.05,29.59
2879.00,0.07,0.05,26.90
2889.00,0.07,0.05,13.45
2899.00,0.07,0.02,10.76
2909.00,0.07,0.02,24.21
2919.00,0.08,0.05,16.14
2929.00,0.08,0.05,29.59
2939.00,0.08,0.05,26.90
2949.00,0.08,0.05,16.14
2959.00,0.08,0.02,18.83
2969.00,0.08,0.02,16.14
2979.00,0.08,0.02,29.59
