sim_time, one_dynamixel_simulation/joint1?0/velocity
5.141, 3.90799e-14
5.142, 3.90799e-14
5.143, 3.90799e-14
5.144, 3.90799e-14
5.145, 3.90799e-14
5.146, 3.90799e-14
5.147, 3.90799e-14
5.148, 3.90799e-14
5.149, 3.90799e-14
5.15, 3.90799e-14
5.151, 3.90799e-14
5.152, 3.90799e-14
5.153, 3.90799e-14
5.154, 3.90799e-14
5.155, 3.90799e-14
5.156, -1.63425e-13
5.157, -1.63425e-13
5.158, -1.63425e-13
5.159, -1.63425e-13
5.16, -1.63425e-13
5.161, -1.63425e-13
5.162, 2.55795e-13
5.163, 4.61853e-14
5.164, 3.90799e-14
5.165, 3.90799e-14
5.166, 3.90799e-14
5.167, 3.90799e-14
5.168, 3.90799e-14
5.169, 3.90799e-14
5.17, 3.90799e-14
5.171, 3.90799e-14
5.172, 3.90799e-14
5.173, 3.90799e-14
5.174, 3.90799e-14
5.175, 3.90799e-14
5.176, 3.90799e-14
5.177, 3.90799e-14
5.178, 3.90799e-14
5.179, 3.90799e-14
5.18, 3.90799e-14
5.181, 3.90799e-14
5.182, -1.63425e-13
5.183, -1.63425e-13
5.184, -1.63425e-13
5.185, -1.63425e-13
5.186, -1.63425e-13
5.187, -1.63425e-13
5.188, 2.55795e-13
5.189, 4.61853e-14
5.19, 3.90799e-14
5.191, 3.90799e-14
5.192, 3.90799e-14
5.193, 3.90799e-14
5.194, 3.90799e-14
5.195, 3.90799e-14
5.196, 3.90799e-14
5.197, 3.90799e-14
5.198, 3.90799e-14
5.199, 3.90799e-14
5.2, 3.90799e-14
5.201, 3.90799e-14
5.202, 3.90799e-14
5.203, 3.90799e-14
5.204, 3.90799e-14
5.205, 3.90799e-14
5.206, 3.90799e-14
5.207, -1.63425e-13
5.208, -1.63425e-13
5.209, -1.63425e-13
5.21, -1.63425e-13
5.211, -1.63425e-13
5.212, -1.63425e-13
5.213, 2.55795e-13
5.214, 4.61853e-14
5.215, 3.90799e-14
5.216, 3.90799e-14
5.217, 3.90799e-14
5.218, 3.90799e-14
5.219, 3.90799e-14
5.22, 3.90799e-14
5.221, 3.90799e-14
5.222, 3.90799e-14
5.223, 3.90799e-14
5.224, 3.90799e-14
5.225, 3.90799e-14
5.226, 3.90799e-14
5.227, 3.90799e-14
5.228, 3.90799e-14
5.229, 3.90799e-14
5.23, 3.90799e-14
5.231, 3.90799e-14
5.232, -1.63425e-13
5.233, -1.63425e-13
5.234, -1.63425e-13
5.235, -1.63425e-13
5.236, -1.63425e-13
5.237, -1.63425e-13
5.238, 2.55795e-13
5.239, 4.61853e-14
5.24, 3.90799e-14
5.241, 3.90799e-14
5.242, 3.90799e-14
5.243, 3.90799e-14
5.244, 3.90799e-14
5.245, 3.90799e-14
5.246, 3.90799e-14
5.247, 3.90799e-14
5.248, 3.90799e-14
5.249, 3.90799e-14
5.25, 3.90799e-14
5.251, 3.90799e-14
5.252, 3.90799e-14
5.253, 3.90799e-14
5.254, 3.90799e-14
5.255, 3.90799e-14
5.256, 3.90799e-14
5.257, 3.90799e-14
5.258, -1.63425e-13
5.259, -1.63425e-13
5.26, -1.63425e-13
5.261, -1.63425e-13
5.262, -1.63425e-13
5.263, -1.63425e-13
5.264, 2.55795e-13
5.265, 4.61853e-14
5.266, 3.90799e-14
5.267, 3.90799e-14
5.268, 3.90799e-14
5.269, 3.90799e-14
5.27, 3.90799e-14
5.271, 3.90799e-14
