sim_time, one_dynamixel_simulation/joint1?0/velocity
2.46, 2.4869e-14
2.461, 2.4869e-14
2.462, 2.4869e-14
2.463, 2.4869e-14
2.464, 2.4869e-14
2.465, 2.4869e-14
2.466, 2.4869e-14
2.467, 2.4869e-14
2.468, 2.4869e-14
2.469, 2.4869e-14
2.47, 2.4869e-14
2.471, 2.4869e-14
2.472, 2.4869e-14
2.473, 2.4869e-14
2.474, 2.4869e-14
2.475, 2.4869e-14
2.476, 2.4869e-14
2.477, 2.4869e-14
2.478, 2.4869e-14
2.479, 2.4869e-14
2.48, 2.4869e-14
2.481, 2.4869e-14
2.482, 2.4869e-14
2.483, 2.4869e-14
2.484, 2.4869e-14
2.485, 2.4869e-14
2.486, 2.4869e-14
2.487, -1.77636e-13
2.488, -1.74083e-13
2.489, -1.74083e-13
2.49, -1.74083e-13
2.491, -1.74083e-13
2.492, -1.74083e-13
2.493, 2.30926e-13
2.494, 3.19744e-14
2.495, 2.4869e-14
2.496, 2.4869e-14
2.497, 2.4869e-14
2.498, 2.4869e-14
2.499, 2.4869e-14
2.5, 2.4869e-14
2.501, 2.4869e-14
2.502, 2.4869e-14
2.503, 2.4869e-14
2.504, 2.4869e-14
2.505, 2.4869e-14
2.506, 2.4869e-14
2.507, 2.4869e-14
2.508, 2.4869e-14
2.509, 2.4869e-14
2.51, 2.4869e-14
2.511, 2.4869e-14
2.512, 2.4869e-14
2.513, 2.4869e-14
2.514, 2.4869e-14
2.515, 2.4869e-14
2.516, 2.4869e-14
2.517, 2.4869e-14
2.518, 2.4869e-14
2.519, 2.4869e-14
2.52, 2.4869e-14
2.521, 2.4869e-14
2.522, 2.4869e-14
2.523, 2.4869e-14
2.524, 2.4869e-14
2.525, 2.4869e-14
2.526, 2.4869e-14
2.527, -1.77636e-13
2.528, -1.74083e-13
2.529, -1.74083e-13
2.53, -1.74083e-13
2.531, -1.74083e-13
2.532, -1.74083e-13
2.533, 2.30926e-13
2.534, 3.19744e-14
2.535, 2.4869e-14
2.536, 2.4869e-14
2.537, 2.4869e-14
2.538, 2.4869e-14
2.539, 2.4869e-14
2.54, 2.4869e-14
2.541, 2.4869e-14
2.542, 2.4869e-14
2.543, 2.4869e-14
2.544, 2.4869e-14
2.545, 2.4869e-14
2.546, 2.4869e-14
2.547, 2.4869e-14
2.548, 2.4869e-14
2.549, 2.4869e-14
2.55, 2.4869e-14
2.551, 2.4869e-14
2.552, 2.4869e-14
2.553, 2.4869e-14
2.554, 2.4869e-14
2.555, 2.4869e-14
2.556, 2.4869e-14
2.557, 2.4869e-14
2.558, 2.4869e-14
2.559, 2.4869e-14
2.56, 2.4869e-14
2.561, 2.4869e-14
2.562, 2.4869e-14
2.563, 2.4869e-14
2.564, 2.4869e-14
2.565, 2.4869e-14
2.566, -1.77636e-13
2.567, -1.74083e-13
2.568, -1.74083e-13
2.569, -1.74083e-13
2.57, -1.74083e-13
2.571, -1.74083e-13
2.572, 2.30926e-13
2.573, 3.19744e-14
2.574, 2.4869e-14
2.575, 2.4869e-14
2.576, 2.4869e-14
2.577, 2.4869e-14
2.578, 2.4869e-14
2.579, 2.4869e-14
2.58, 2.4869e-14
2.581, 2.4869e-14
2.582, 2.4869e-14
2.583, 2.4869e-14
2.584, 2.4869e-14
2.585, 2.4869e-14
2.586, 2.4869e-14
2.587, 2.4869e-14
2.588, 2.4869e-14
2.589, 2.4869e-14
2.59, 2.4869e-14
2.591, 2.4869e-14
2.592, 2.4869e-14
2.593, 2.4869e-14
2.594, 2.4869e-14
2.595, 2.4869e-14
2.596, 2.4869e-14
2.597, 2.4869e-14
2.598, 2.4869e-14
2.599, 2.4869e-14
2.6, 2.4869e-14
2.601, 2.4869e-14
2.602, 2.4869e-14
2.603, 2.4869e-14
2.604, 2.4869e-14
2.605, -1.77636e-13
2.606, -1.74083e-13
2.607, -1.74083e-13
2.608, -1.74083e-13
2.609, -1.74083e-13
2.61, -1.74083e-13
2.611, 2.30926e-13
2.612, 3.19744e-14
2.613, 2.4869e-14
2.614, 2.4869e-14
2.615, 2.4869e-14
2.616, 2.4869e-14
2.617, 2.4869e-14
2.618, 2.4869e-14
2.619, 2.4869e-14
2.62, 2.4869e-14
2.621, 2.4869e-14
2.622, 2.4869e-14
2.623, 2.4869e-14
2.624, 2.4869e-14
2.625, 2.4869e-14
2.626, 2.4869e-14
2.627, 2.4869e-14
2.628, 2.4869e-14
2.629, 2.4869e-14
2.63, 2.4869e-14
2.631, 2.4869e-14
2.632, 2.4869e-14
2.633, 2.4869e-14
2.634, 2.4869e-14
2.635, 2.4869e-14
2.636, 2.4869e-14
2.637, 2.4869e-14
2.638, 2.4869e-14
2.639, 2.4869e-14
2.64, 2.4869e-14
2.641, 2.4869e-14
2.642, 2.4869e-14
2.643, 2.4869e-14
2.644, -1.77636e-13
2.645, -1.74083e-13
2.646, -1.74083e-13
2.647, -1.74083e-13
2.648, -1.74083e-13
2.649, -1.74083e-13
2.65, 2.30926e-13
2.651, 3.19744e-14
2.652, 2.4869e-14
2.653, 2.4869e-14
2.654, 2.4869e-14
2.655, 2.4869e-14
2.656, 2.4869e-14
2.657, 2.4869e-14
2.658, 2.4869e-14
2.659, 2.4869e-14
2.66, 2.4869e-14
2.661, 2.4869e-14
2.662, 2.4869e-14
2.663, 2.4869e-14
2.664, 2.4869e-14
2.665, 2.4869e-14
2.666, 2.4869e-14
2.667, 2.4869e-14
2.668, 2.4869e-14
2.669, 2.4869e-14
2.67, 2.4869e-14
2.671, 2.4869e-14
2.672, 2.4869e-14
2.673, 2.4869e-14
2.674, 2.4869e-14
2.675, 2.4869e-14
2.676, 2.4869e-14
2.677, 2.4869e-14
2.678, 2.4869e-14
2.679, 2.4869e-14
2.68, 2.4869e-14
2.681, 2.4869e-14
2.682, 2.4869e-14
2.683, 2.4869e-14
2.684, -1.77636e-13
2.685, -1.74083e-13
2.686, -1.74083e-13
2.687, -1.74083e-13
2.688, -1.74083e-13
2.689, -1.74083e-13
2.69, 2.30926e-13
2.691, 3.19744e-14
2.692, 2.4869e-14
2.693, 2.4869e-14
2.694, 2.4869e-14
2.695, 2.4869e-14
2.696, 2.4869e-14
2.697, 2.4869e-14
2.698, 2.4869e-14
2.699, 2.4869e-14
2.7, 2.4869e-14
2.701, 2.4869e-14
2.702, 2.4869e-14
2.703, 2.4869e-14
2.704, 2.4869e-14
2.705, 2.4869e-14
2.706, 2.4869e-14
2.707, 2.4869e-14
2.708, 2.4869e-14
2.709, 2.4869e-14
2.71, 2.4869e-14
2.711, 2.4869e-14
2.712, 2.4869e-14
2.713, 2.4869e-14
2.714, 2.4869e-14
2.715, 2.4869e-14
2.716, 2.4869e-14
2.717, 2.4869e-14
2.718, 2.4869e-14
2.719, 2.4869e-14
2.72, 2.4869e-14
2.721, 2.4869e-14
2.722, 2.4869e-14
2.723, -1.77636e-13
2.724, -1.74083e-13
2.725, -1.74083e-13
2.726, -1.74083e-13
2.727, -1.74083e-13
2.728, -1.74083e-13
2.729, 2.30926e-13
2.73, 3.19744e-14
2.731, 2.4869e-14
2.732, 2.4869e-14
2.733, 2.4869e-14
2.734, 2.4869e-14
2.735, 2.4869e-14
2.736, 2.4869e-14
2.737, 2.4869e-14
2.738, 2.4869e-14
2.739, 2.4869e-14
2.74, 2.4869e-14
2.741, 2.4869e-14
2.742, 2.4869e-14
2.743, 2.4869e-14
2.744, 2.4869e-14
2.745, 2.4869e-14
2.746, 2.4869e-14
2.747, 2.4869e-14
2.748, 2.4869e-14
2.749, 2.4869e-14
2.75, 2.4869e-14
2.751, 2.4869e-14
2.752, 2.4869e-14
2.753, 2.4869e-14
2.754, 2.4869e-14
2.755, 2.4869e-14
2.756, 2.4869e-14
2.757, 2.4869e-14
2.758, 2.4869e-14
2.759, 2.4869e-14
2.76, 2.4869e-14
2.761, 2.4869e-14
2.762, -1.77636e-13
2.763, -1.74083e-13
2.764, -1.74083e-13
2.765, -1.74083e-13
2.766, -1.74083e-13
2.767, -1.74083e-13
2.768, 2.30926e-13
2.769, 3.19744e-14
2.77, 2.4869e-14
2.771, 2.4869e-14
2.772, 2.4869e-14
2.773, 2.4869e-14
2.774, 2.4869e-14
2.775, 2.4869e-14
2.776, 2.4869e-14
2.777, 2.4869e-14
2.778, 2.4869e-14
2.779, 2.4869e-14
2.78, 2.4869e-14
2.781, 2.4869e-14
2.782, 2.4869e-14
2.783, 2.4869e-14
2.784, 2.4869e-14
2.785, 2.4869e-14
2.786, 2.4869e-14
2.787, 2.4869e-14
2.788, 2.4869e-14
2.789, 2.4869e-14
2.79, 2.4869e-14
2.791, 2.4869e-14
2.792, 2.4869e-14
2.793, 2.4869e-14
2.794, 2.4869e-14
2.795, 2.4869e-14
2.796, 2.4869e-14
2.797, 2.4869e-14
2.798, 2.4869e-14
2.799, 2.4869e-14
2.8, 2.4869e-14
2.801, 2.4869e-14
2.802, -1.77636e-13
2.803, -1.74083e-13
2.804, -1.74083e-13
2.805, -1.74083e-13
2.806, -1.74083e-13
2.807, -1.74083e-13
2.808, 2.30926e-13
2.809, 3.19744e-14
2.81, 2.4869e-14
2.811, 2.4869e-14
2.812, 2.4869e-14
2.813, 2.4869e-14
2.814, 2.4869e-14
2.815, 2.4869e-14
2.816, 2.4869e-14
2.817, 2.4869e-14
2.818, 2.4869e-14
2.819, 2.4869e-14
2.82, 2.4869e-14
2.821, 2.4869e-14
2.822, 2.4869e-14
2.823, 2.4869e-14
2.824, 2.4869e-14
2.825, 2.4869e-14
2.826, 2.4869e-14
2.827, 2.4869e-14
2.828, 2.4869e-14
2.829, 2.4869e-14
2.83, 2.4869e-14
2.831, 2.4869e-14
2.832, 2.4869e-14
2.833, 2.4869e-14
2.834, 2.4869e-14
2.835, 2.4869e-14
2.836, 2.4869e-14
2.837, 2.4869e-14
2.838, 2.4869e-14
2.839, 2.4869e-14
2.84, 2.4869e-14
2.841, -1.77636e-13
2.842, -1.74083e-13
2.843, -1.74083e-13
2.844, -1.74083e-13
2.845, -1.74083e-13
2.846, -1.74083e-13
2.847, 2.30926e-13
2.848, 3.19744e-14
2.849, 2.4869e-14
2.85, 2.4869e-14
2.851, 2.4869e-14
2.852, 2.4869e-14
2.853, 2.4869e-14
2.854, 2.4869e-14
2.855, 2.4869e-14
2.856, 2.4869e-14
2.857, 2.4869e-14
2.858, 2.4869e-14
2.859, 2.4869e-14
2.86, 2.4869e-14
2.861, 2.4869e-14
2.862, 2.4869e-14
2.863, 2.4869e-14
2.864, 2.4869e-14
2.865, 2.4869e-14
2.866, 2.4869e-14
2.867, 2.4869e-14
2.868, 2.4869e-14
2.869, 2.4869e-14
2.87, 2.4869e-14
2.871, 2.4869e-14
2.872, 2.4869e-14
2.873, 2.4869e-14
2.874, 2.4869e-14
2.875, 2.4869e-14
2.876, 2.4869e-14
2.877, 2.4869e-14
2.878, 2.4869e-14
2.879, 2.4869e-14
2.88, -1.77636e-13
2.881, -1.74083e-13
2.882, -1.74083e-13
2.883, -1.74083e-13
2.884, -1.74083e-13
2.885, -1.74083e-13
2.886, 2.30926e-13
2.887, 3.19744e-14
2.888, 2.4869e-14
2.889, 2.4869e-14
2.89, 2.4869e-14
2.891, 2.4869e-14
2.892, 2.4869e-14
2.893, 2.4869e-14
2.894, 2.4869e-14
2.895, 2.4869e-14
2.896, 2.4869e-14
2.897, 2.4869e-14
2.898, 2.4869e-14
2.899, 2.4869e-14
2.9, 2.4869e-14
2.901, 2.4869e-14
2.902, 2.4869e-14
2.903, 2.4869e-14
2.904, 2.4869e-14
2.905, 2.4869e-14
2.906, 2.4869e-14
2.907, 2.4869e-14
2.908, 2.4869e-14
2.909, 2.4869e-14
2.91, 2.4869e-14
2.911, 2.4869e-14
2.912, 2.4869e-14
2.913, 2.4869e-14
2.914, 2.4869e-14
2.915, 2.4869e-14
2.916, 2.4869e-14
2.917, 2.4869e-14
2.918, 2.4869e-14
2.919, -1.77636e-13
2.92, -1.74083e-13
2.921, -1.74083e-13
2.922, -1.74083e-13
2.923, -1.74083e-13
2.924, -1.74083e-13
2.925, 2.30926e-13
2.926, 3.19744e-14
2.927, 2.4869e-14
2.928, 2.4869e-14
2.929, 2.4869e-14
2.93, 2.4869e-14
2.931, 2.4869e-14
2.932, 2.4869e-14
2.933, 2.4869e-14
2.934, 2.4869e-14
2.935, 2.4869e-14
2.936, 2.4869e-14
2.937, 2.4869e-14
2.938, 2.4869e-14
2.939, 2.4869e-14
2.94, 2.4869e-14
2.941, 2.4869e-14
2.942, 2.4869e-14
2.943, 2.4869e-14
2.944, 2.4869e-14
2.945, 2.4869e-14
2.946, 2.4869e-14
2.947, 2.4869e-14
2.948, 2.4869e-14
2.949, 2.4869e-14
2.95, 2.4869e-14
2.951, 2.4869e-14
2.952, 2.4869e-14
2.953, 2.4869e-14
2.954, 2.4869e-14
2.955, 2.4869e-14
2.956, 2.4869e-14
2.957, 2.4869e-14
2.958, 2.4869e-14
2.959, -1.77636e-13
2.96, -1.74083e-13
2.961, -1.74083e-13
2.962, -1.74083e-13
2.963, -1.74083e-13
2.964, -1.74083e-13
2.965, 2.30926e-13
