sim_time, one_dynamixel_simulation/joint1?0/velocity
2.353, 9.23706e-14
2.354, 9.23706e-14
2.355, 9.23706e-14
2.356, 9.23706e-14
2.357, -1.13687e-13
2.358, -9.9476e-14
2.359, -1.06581e-13
2.36, -1.06581e-13
2.361, -1.06581e-13
2.362, -1.06581e-13
2.363, -1.06581e-13
2.364, -1.06581e-13
2.365, -1.06581e-13
2.366, 2.98428e-13
2.367, 9.9476e-14
2.368, 9.23706e-14
2.369, 9.23706e-14
2.37, 9.23706e-14
2.371, 9.23706e-14
2.372, 9.23706e-14
2.373, 9.23706e-14
2.374, -1.13687e-13
2.375, -9.9476e-14
2.376, -1.06581e-13
2.377, -1.06581e-13
2.378, -1.06581e-13
2.379, -1.06581e-13
2.38, -1.06581e-13
2.381, -1.06581e-13
2.382, -1.06581e-13
2.383, 2.98428e-13
2.384, 9.9476e-14
2.385, 9.23706e-14
2.386, 9.23706e-14
2.387, 9.23706e-14
2.388, 9.23706e-14
2.389, 9.23706e-14
2.39, 9.23706e-14
2.391, -1.13687e-13
2.392, -9.9476e-14
2.393, -1.06581e-13
2.394, -1.06581e-13
2.395, -1.06581e-13
2.396, -1.06581e-13
2.397, -1.06581e-13
2.398, -1.06581e-13
2.399, -1.06581e-13
2.4, 2.98428e-13
2.401, 9.9476e-14
2.402, 9.23706e-14
2.403, 9.23706e-14
2.404, 9.23706e-14
2.405, 9.23706e-14
2.406, 9.23706e-14
2.407, 9.23706e-14
2.408, -1.13687e-13
2.409, -9.9476e-14
2.41, -1.06581e-13
2.411, -1.06581e-13
2.412, -1.06581e-13
2.413, -1.06581e-13
2.414, -1.06581e-13
2.415, -1.06581e-13
2.416, -1.06581e-13
2.417, 2.98428e-13
2.418, 9.9476e-14
2.419, 9.23706e-14
2.42, 9.23706e-14
2.421, 9.23706e-14
2.422, 9.23706e-14
2.423, 9.23706e-14
2.424, 9.23706e-14
2.425, -1.13687e-13
2.426, -9.9476e-14
2.427, -1.06581e-13
2.428, -1.06581e-13
2.429, -1.06581e-13
2.43, -1.06581e-13
2.431, -1.06581e-13
2.432, -1.06581e-13
2.433, -1.06581e-13
2.434, 2.98428e-13
2.435, 9.9476e-14
2.436, 9.23706e-14
2.437, 9.23706e-14
2.438, 9.23706e-14
2.439, 9.23706e-14
2.44, 9.23706e-14
2.441, 9.23706e-14
2.442, -1.13687e-13
2.443, -9.9476e-14
2.444, -1.06581e-13
2.445, -1.06581e-13
2.446, -1.06581e-13
2.447, -1.06581e-13
2.448, -1.06581e-13
2.449, -1.06581e-13
2.45, -1.06581e-13
2.451, 2.98428e-13
2.452, 9.9476e-14
2.453, 9.23706e-14
2.454, 9.23706e-14
2.455, 9.23706e-14
2.456, 9.23706e-14
2.457, 9.23706e-14
2.458, 9.23706e-14
2.459, 9.23706e-14
2.46, -1.13687e-13
2.461, -9.9476e-14
2.462, -1.06581e-13
2.463, -1.06581e-13
2.464, -1.06581e-13
2.465, -1.06581e-13
2.466, -1.06581e-13
2.467, -1.06581e-13
2.468, -1.06581e-13
2.469, -1.06581e-13
2.47, 2.98428e-13
2.471, 9.9476e-14
2.472, 9.23706e-14
2.473, 9.23706e-14
2.474, 9.23706e-14
2.475, 9.23706e-14
2.476, 9.23706e-14
2.477, 9.23706e-14
