sim_time, one_dynamixel_simulation/joint1?0/position
15.875, 0.00425646
15.876, 0.00425646
15.877, 0.00425646
15.878, 0.00425646
15.879, 0.00425646
15.88, 0.00425646
15.881, 0.00425646
15.882, 0.00425646
15.883, 0.00425646
15.884, 0.00425646
15.885, 0.00425646
15.886, 0.00425646
15.887, 0.00425646
15.888, 0.00425646
15.889, 0.00425646
15.89, 0.00425646
15.891, 0.00425646
15.892, 0.00425646
15.893, 0.00425646
15.894, 0.00425646
15.895, 0.00425646
15.896, 0.00425646
15.897, 0.00425646
15.898, 0.00425646
15.899, 0.00425646
15.9, 0.00425646
15.901, 0.00425646
15.902, 0.00425646
15.903, 0.00425646
15.904, 0.00425646
15.905, 0.00425646
15.906, 0.00425646
15.907, 0.00425646
15.908, 0.00425646
15.909, 0.00425646
15.91, 0.00425646
15.911, 0.00425646
15.912, 0.00425646
15.913, 0.00425646
15.914, 0.00425646
15.915, 0.00425646
15.916, 0.00425646
15.917, 0.00425646
15.918, 0.00425646
15.919, 0.00425646
15.92, 0.00425646
15.921, 0.00425646
15.922, 0.00425646
15.923, 0.00425646
15.924, 0.00425646
15.925, 0.00425646
15.926, 0.00425646
15.927, 0.00425646
15.928, 0.00425646
15.929, 0.00425646
15.93, 0.00425646
15.931, 0.00425646
15.932, 0.00425646
15.933, 0.00425646
15.934, 0.00425646
15.935, 0.00425646
15.936, 0.00425646
15.937, 0.00425646
15.938, 0.00425646
15.939, 0.00425646
15.94, 0.00425646
15.941, 0.00425646
15.942, 0.00425646
15.943, 0.00425646
15.944, 0.00425646
15.945, 0.00425646
15.946, 0.00425646
15.947, 0.00425646
15.948, 0.00425646
15.949, 0.00425646
15.95, 0.00425646
15.951, 0.00425646
15.952, 0.00425646
15.953, 0.00425646
15.954, 0.00425646
15.955, 0.00425646
15.956, 0.00425646
15.957, 0.00425646
15.958, 0.00425646
15.959, 0.00425646
15.96, 0.00425646
15.961, 0.00425646
15.962, 0.00425646
15.963, 0.00425646
15.964, 0.00425646
15.965, 0.00425646
15.966, 0.00425646
15.967, 0.00425646
15.968, 0.00425646
15.969, 0.00425646
15.97, 0.00425646
15.971, 0.00425646
15.972, 0.00425646
15.973, 0.00425646
15.974, 0.00425646
15.975, 0.00425646
15.976, 0.00425646
15.977, 0.00425646
15.978, 0.00425646
15.979, 0.00425646
15.98, 0.00425646
15.981, 0.00425646
15.982, 0.00425646
15.983, 0.00425646
15.984, 0.00425646
15.985, 0.00425646
15.986, 0.00425646
15.987, 0.00425646
15.988, 0.00425646
15.989, 0.00425646
15.99, 0.00425646
15.991, 0.00425646
15.992, 0.00425646
15.993, 0.00425646
15.994, 0.00425646
15.995, 0.00425646
15.996, 0.00425646
15.997, 0.00425646
15.998, 0.00425646
