20:28:25
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
0.78,0.41,0.47,-1.34,0.87,-2.79,97664
0.78,0.40,0.48,-1.05,0.71,-3.05,97665
0.78,0.40,0.47,-1.13,0.85,-3.04,97666
0.79,0.40,0.47,-1.32,0.59,-3.20,97667
0.78,0.41,0.47,-1.28,0.58,-3.31,97668
0.79,0.39,0.48,-1.18,0.50,-3.12,97669
0.79,0.40,0.47,-1.21,0.38,-3.23,97670
0.79,0.40,0.47,-1.39,0.51,-3.33,97671
0.78,0.40,0.46,-1.39,0.29,-3.46,97672
0.78,0.40,0.47,-1.09,0.35,-3.32,97673
0.79,0.41,0.49,-1.20,0.31,-3.34,97674
0.79,0.40,0.48,-1.14,0.16,-3.31,97675
0.78,0.41,0.47,-1.43,-0.04,-3.40,97676
0.78,0.40,0.47,-1.31,0.09,-3.31,97677
0.79,0.40,0.48,-0.99,0.00,-3.46,97678
0.79,0.40,0.48,-1.19,0.02,-3.45,97679
0.79,0.40,0.47,-1.28,-0.15,-3.37,97680
0.78,0.40,0.47,-1.10,0.03,-3.27,97681
0.78,0.40,0.47,-1.08,0.08,-3.39,97682
0.78,0.40,0.46,-1.17,0.09,-3.26,97683
0.78,0.40,0.47,-1.35,0.13,-3.37,97684
0.78,0.40,0.48,-1.17,0.07,-3.43,97685
0.79,0.41,0.47,-1.27,0.11,-3.34,97686
0.79,0.41,0.46,-1.09,0.02,-3.17,97687
0.79,0.40,0.47,-1.23,0.21,-3.37,97688
0.79,0.40,0.47,-1.31,0.24,-2.96,97689
0.79,0.41,0.48,-1.30,0.22,-3.14,97690
0.79,0.41,0.47,-1.10,0.36,-3.11,97691
0.78,0.40,0.47,-1.21,0.37,-3.02,97692
0.79,0.41,0.47,-1.19,0.43,-3.05,97693
0.79,0.41,0.47,-1.08,0.60,-3.02,97694
0.79,0.40,0.47,-1.19,0.41,-3.05,97695
0.78,0.40,0.47,-1.16,0.63,-2.90,97696
0.78,0.41,0.47,-1.08,0.77,-2.94,97697
0.79,0.41,0.47,-1.33,0.82,-2.92,97698
0.79,0.41,0.47,-1.14,0.88,-2.77,97699
0.79,0.41,0.48,-1.31,0.82,-2.66,97700
0.79,0.40,0.47,-1.24,0.91,-2.59,97701
0.78,0.40,0.47,-1.14,1.05,-2.63,97702
0.79,0.40,0.48,-1.03,0.94,-2.66,97703
0.79,0.41,0.47,-1.10,0.98,-2.72,97704
0.79,0.40,0.47,-1.27,0.92,-2.43,97705
0.78,0.40,0.46,-1.03,1.02,-2.59,97706
0.78,0.40,0.48,-1.00,1.03,-2.59,97707
0.79,0.40,0.47,-1.13,1.34,-2.70,97708
0.79,0.41,0.48,-1.24,0.91,-2.54,97709
0.79,0.40,0.49,-0.99,1.08,-2.53,97710
0.79,0.40,0.47,-1.02,1.01,-2.58,97711
0.79,0.41,0.47,-1.13,0.92,-2.42,97712
0.78,0.41,0.47,-1.06,0.88,-2.41,97713
0.79,0.40,0.47,-1.03,0.98,-2.40,97714
0.79,0.40,0.48,-1.18,0.72,-2.54,97715
0.78,0.40,0.47,-1.01,0.77,-2.50,97716
0.79,0.40,0.47,-1.07,0.84,-2.58,97717
0.79,0.40,0.47,-0.90,0.77,-2.55,97718
0.78,0.41,0.48,-1.04,0.63,-2.65,97719
0.79,0.40,0.47,-1.18,0.67,-2.53,97720
0.78,0.40,0.47,-1.14,0.60,-2.56,97721
0.78,0.40,0.48,-1.02,0.66,-2.64,97722
0.78,0.40,0.47,-1.08,0.58,-2.86,97723
0.78,0.41,0.47,-1.37,0.53,-2.61,97724
0.79,0.40,0.47,-1.21,0.51,-2.72,97725
0.79,0.40,0.47,-1.12,0.50,-2.84,97726
0.79,0.40,0.47,-1.20,0.28,-2.88,97727
0.79,0.41,0.46,-1.28,0.33,-2.98,97728
0.78,0.40,0.48,-1.10,0.32,-3.14,97729
0.78,0.40,0.48,-1.02,0.26,-3.01,97730
0.78,0.39,0.47,-1.32,0.29,-3.18,97731
0.78,0.41,0.46,-1.46,0.18,-3.15,97732
0.78,0.40,0.48,-1.06,0.21,-3.15,97733
0.78,0.40,0.47,-1.22,0.16,-3.33,97734
0.78,0.40,0.47,-1.24,0.26,-3.22,97735
0.79,0.40,0.46,-1.40,0.19,-3.29,97736
0.80,0.40,0.47,-1.34,0.23,-3.33,97737
0.79,0.41,0.47,-1.18,0.21,-3.27,97738
0.78,0.40,0.47,-1.20,0.40,-3.55,97739
0.79,0.40,0.47,-1.43,0.37,-3.39,97740
0.79,0.40,0.47,-1.50,0.45,-3.31,97741
0.78,0.40,0.48,-1.27,0.47,-3.49,97742
0.79,0.40,0.48,-1.23,0.48,-3.38,97743
0.78,0.41,0.46,-1.40,0.36,-3.29,97744
0.79,0.41,0.47,-1.50,0.39,-3.30,97745
0.79,0.41,0.47,-1.31,0.47,-3.47,97746
0.78,0.40,0.48,-1.13,0.52,-3.24,97747
0.78,0.40,0.47,-1.23,0.58,-3.28,97748
0.78,0.41,0.47,-1.36,0.38,-3.18,97749
0.78,0.40,0.47,-1.27,0.55,-3.21,97750
0.79,0.41,0.47,-1.14,0.74,-3.19,97751
0.78,0.41,0.47,-1.35,0.73,-3.08,97752
0.78,0.41,0.47,-1.29,0.76,-2.98,97753
0.78,0.40,0.48,-1.10,0.66,-2.99,97754
0.78,0.41,0.47,-1.19,0.47,-2.95,97755
0.79,0.41,0.46,-1.26,0.60,-2.76,97756
0.78,0.40,0.48,-1.06,0.77,-2.76,97757
0.78,0.40,0.47,-1.12,0.78,-2.66,97758
0.79,0.41,0.47,-1.11,0.79,-2.56,97759
0.78,0.41,0.48,-1.18,0.72,-2.62,97760
0.78,0.41,0.47,-1.14,0.87,-2.60,97761
0.79,0.41,0.46,-1.05,0.72,-2.39,97762
0.79,0.40,0.48,-1.06,0.85,-2.50,97763
0.78,0.40,0.48,-0.88,0.85,-2.42,97764
0.78,0.40,0.47,-1.07,0.97,-2.53,97765
0.78,0.40,0.48,-1.06,0.78,-2.38,97766
0.78,0.41,0.47,-1.10,0.70,-2.40,97767
0.79,0.40,0.47,-1.04,0.84,-2.47,97768
0.78,0.41,0.46,-0.99,0.94,-2.49,97769
0.78,0.40,0.47,-1.05,0.87,-2.22,97770
0.79,0.40,0.47,-1.00,0.76,-2.47,97771
0.79,0.40,0.47,-1.07,0.75,-2.47,97772
0.79,0.40,0.46,-1.02,0.79,-2.42,97773
0.79,0.41,0.47,-0.92,0.89,-2.51,97774
0.79,0.40,0.48,-0.89,0.63,-2.47,97775
0.79,0.41,0.48,-1.18,0.77,-2.53,97776
0.79,0.40,0.48,-1.12,0.69,-2.47,97777
0.78,0.40,0.47,-1.02,0.69,-2.64,97778
0.78,0.40,0.47,-1.06,0.76,-2.71,97779
0.79,0.41,0.47,-1.28,0.69,-2.90,97780
0.79,0.40,0.48,-1.11,0.74,-2.69,97781
0.78,0.40,0.46,-1.44,0.50,-3.02,97782
0.78,0.40,0.48,-1.21,0.54,-2.76,97783
0.79,0.40,0.47,-1.20,0.60,-3.02,97784
0.78,0.40,0.47,-1.27,0.66,-2.89,97785
0.78,0.40,0.47,-1.34,0.55,-3.11,97786
0.79,0.40,0.47,-1.30,0.50,-3.15,97787
0.79,0.41,0.47,-1.37,0.60,-3.18,97788
0.78,0.40,0.47,-1.31,0.51,-3.21,97789
0.79,0.40,0.49,-1.31,0.47,-3.33,97790
0.79,0.40,0.47,-1.25,0.53,-3.41,97791
0.79,0.40,0.47,-1.35,0.44,-3.31,97792
0.78,0.40,0.48,-1.31,0.23,-3.36,97793
0.78,0.40,0.49,-1.30,0.41,-3.45,97794
0.78,0.41,0.47,-1.40,0.39,-3.42,97795
0.78,0.41,0.47,-1.32,0.32,-3.28,97796
0.78,0.40,0.47,-1.20,0.39,-3.33,97797
0.78,0.40,0.46,-1.21,0.37,-3.38,97798
0.78,0.40,0.47,-1.08,0.35,-3.31,97799
0.78,0.40,0.48,-1.16,0.44,-3.37,97800
0.79,0.40,0.47,-1.16,0.31,-3.11,97801
0.78,0.40,0.47,-1.31,0.34,-3.20,97802
0.79,0.40,0.47,-1.36,0.44,-3.18,97803
0.78,0.40,0.48,-1.11,0.29,-3.14,97804
0.79,0.41,0.47,-1.16,0.31,-3.05,97805
0.78,0.41,0.47,-1.21,0.48,-3.03,97806
0.79,0.41,0.48,-1.18,0.44,-2.99,97807
0.78,0.40,0.47,-1.24,0.42,-2.98,97808
0.79,0.41,0.47,-1.18,0.42,-3.03,97809
0.78,0.40,0.48,-1.10,0.51,-2.95,97810
0.79,0.41,0.47,-1.05,0.55,-2.81,97811
0.79,0.40,0.47,-0.98,0.55,-2.71,97812
0.78,0.41,0.46,-1.09,0.41,-2.72,97813
0.79,0.41,0.47,-1.12,0.70,-2.73,97814
0.79,0.41,0.47,-0.95,0.70,-2.60,97815
0.78,0.39,0.46,-1.16,0.84,-2.66,97816
0.79,0.41,0.46,-1.02,0.69,-2.59,97817
0.79,0.41,0.47,-1.14,0.73,-2.82,97818
0.79,0.40,0.47,-1.15,0.79,-2.49,97819
0.78,0.40,0.48,-1.08,0.83,-2.49,97820
0.78,0.40,0.48,-0.98,0.77,-2.48,97821
0.78,0.40,0.48,-1.12,0.94,-2.53,97822
0.79,0.40,0.47,-1.22,0.98,-2.76,97823
0.78,0.41,0.47,-1.06,0.94,-2.60,97824
0.78,0.40,0.47,-0.95,0.90,-2.72,97825
0.79,0.40,0.47,-1.15,0.93,-2.67,97826
0.79,0.40,0.46,-1.15,0.86,-2.56,97827
0.79,0.40,0.47,-1.15,1.00,-2.62,97828
0.79,0.40,0.47,-1.06,0.89,-2.63,97829
0.79,0.41,0.47,-1.06,0.88,-2.61,97830
0.79,0.41,0.48,-1.20,0.82,-2.61,97831
0.79,0.40,0.47,-1.27,0.92,-2.56,97832
0.78,0.40,0.48,-0.98,0.78,-2.64,97833
0.79,0.40,0.47,-1.29,0.76,-2.82,97834
0.79,0.40,0.47,-1.20,0.73,-2.84,97835
0.78,0.40,0.46,-1.24,0.82,-2.80,97836
0.78,0.40,0.47,-1.08,0.73,-2.74,97837
0.79,0.40,0.48,-1.07,0.62,-2.85,97838
0.79,0.41,0.48,-0.95,0.86,-2.99,97839
0.78,0.40,0.47,-1.23,0.73,-2.98,97840
0.79,0.40,0.47,-1.03,0.46,-2.93,97841
0.78,0.41,0.47,-1.14,0.49,-3.05,97842
0.79,0.41,0.48,-1.23,0.51,-3.03,97843
0.78,0.40,0.48,-1.19,0.43,-2.88,97844
0.78,0.41,0.47,-1.19,0.44,-3.14,97845
0.78,0.40,0.47,-1.20,0.61,-3.22,97846
0.79,0.41,0.47,-1.22,0.44,-3.14,97847
0.79,0.41,0.47,-1.29,0.27,-3.25,97848
0.78,0.40,0.46,-1.34,0.29,-3.13,97849
0.78,0.40,0.47,-1.11,0.19,-3.13,97850
0.78,0.40,0.48,-1.22,0.40,-3.18,97851
0.78,0.40,0.47,-1.29,0.31,-3.13,97852
0.79,0.40,0.48,-1.34,0.29,-3.23,97853
0.78,0.40,0.47,-1.28,0.21,-3.21,97854
0.78,0.40,0.47,-1.14,0.27,-3.08,97855
0.79,0.40,0.46,-1.23,0.32,-3.09,97856
0.79,0.41,0.47,-1.09,0.37,-3.15,97857
0.78,0.41,0.47,-1.22,0.40,-3.02,97858
0.79,0.40,0.47,-1.29,0.08,-3.36,97859
0.78,0.40,0.47,-1.15,0.44,-3.13,97860
0.78,0.40,0.47,-1.09,0.49,-3.12,97861
0.79,0.40,0.48,-1.12,0.60,-3.14,97862
0.79,0.41,0.47,-0.94,0.53,-3.21,97863
0.78,0.40,0.48,-1.29,0.48,-3.21,97864
0.79,0.40,0.46,-1.19,0.51,-3.01,97865
0.79,0.41,0.47,-1.20,0.68,-2.93,97866
0.79,0.40,0.47,-1.00,0.63,-2.94,97867
0.78,0.41,0.46,-1.13,0.82,-2.86,97868
0.79,0.41,0.47,-1.31,0.69,-3.09,97869
0.78,0.40,0.47,-1.31,0.76,-2.84,97870
0.79,0.40,0.47,-1.09,0.79,-3.01,97871
0.79,0.40,0.46,-1.05,0.81,-2.69,97872
0.79,0.42,0.46,-1.27,0.73,-2.78,97873
0.79,0.40,0.48,-1.11,0.79,-2.74,97874
0.79,0.40,0.48,-1.11,0.62,-2.59,97875
0.79,0.41,0.46,-1.31,0.94,-2.59,97876
0.78,0.40,0.46,-1.21,0.82,-2.66,97877
0.78,0.40,0.46,-1.08,0.76,-2.49,97878
0.79,0.40,0.48,-1.08,0.73,-2.53,97879
0.78,0.41,0.47,-1.28,0.82,-2.68,97880
0.78,0.41,0.46,-1.08,0.75,-2.66,97881
0.78,0.40,0.47,-1.08,0.69,-2.51,97882
0.78,0.40,0.48,-1.10,0.88,-2.66,97883
0.78,0.41,0.47,-1.11,0.82,-2.51,97884
0.78,0.41,0.47,-1.14,0.95,-2.60,97885
0.79,0.40,0.46,-0.89,0.76,-2.63,97886
0.79,0.40,0.48,-0.92,0.82,-2.58,97887
0.79,0.40,0.47,-1.16,0.87,-2.45,97888
0.79,0.40,0.47,-1.10,0.64,-2.53,97889
0.79,0.40,0.47,-1.13,0.73,-2.54,97890
0.78,0.40,0.47,-1.11,0.98,-2.49,97891
0.78,0.40,0.48,-1.10,0.65,-2.72,97892
0.79,0.40,0.48,-0.94,0.65,-2.72,97893
0.79,0.41,0.47,-1.14,0.76,-2.77,97894
0.79,0.40,0.48,-1.02,0.49,-2.78,97895
0.78,0.41,0.47,-1.27,0.53,-2.85,97896
0.79,0.40,0.48,-1.10,0.55,-2.76,97897
0.78,0.40,0.48,-0.96,0.57,-2.98,97898
0.79,0.40,0.47,-1.30,0.47,-3.02,97899
0.79,0.40,0.47,-1.24,0.52,-2.92,97900
0.79,0.40,0.47,-1.24,0.60,-3.04,97901
0.79,0.40,0.47,-1.28,0.33,-2.91,97902
0.78,0.40,0.48,-1.31,0.53,-3.00,97903
0.78,0.40,0.47,-1.14,0.51,-3.06,97904
0.78,0.40,0.47,-1.48,0.44,-3.04,97905
0.78,0.40,0.47,-1.23,0.34,-3.20,97906
0.79,0.40,0.47,-1.11,0.37,-2.98,97907
0.78,0.40,0.47,-1.26,0.54,-3.14,97908
0.79,0.41,0.48,-1.13,0.47,-3.01,97909
0.79,0.41,0.46,-1.31,0.44,-3.19,97910
0.79,0.40,0.48,-1.31,0.30,-3.35,97911
0.78,0.40,0.48,-1.46,0.35,-3.20,97912
0.78,0.40,0.47,-1.43,0.46,-3.30,97913
0.79,0.40,0.47,-1.31,0.47,-3.18,97914
0.79,0.41,0.47,-1.24,0.44,-3.18,97915
0.78,0.41,0.47,-1.31,0.48,-3.37,97916
0.79,0.41,0.47,-1.29,0.50,-3.17,97917
0.78,0.40,0.47,-1.21,0.24,-3.22,97918
0.79,0.41,0.47,-1.19,0.35,-3.07,97919
0.79,0.41,0.47,-1.15,0.37,-2.96,97920
0.79,0.41,0.47,-1.37,0.44,-3.05,97921
0.78,0.40,0.47,-1.34,0.54,-2.84,97922
0.79,0.40,0.47,-1.24,0.60,-3.10,97923
0.79,0.41,0.47,-1.20,0.73,-2.93,97924
0.79,0.40,0.47,-1.37,0.63,-2.92,97925
0.78,0.40,0.47,-1.29,0.60,-2.82,97926
0.78,0.40,0.47,-1.14,0.79,-2.75,97927
0.78,0.40,0.47,-1.23,0.50,-2.89,97928
0.79,0.41,0.47,-1.10,0.82,-2.69,97929
0.78,0.41,0.47,-0.98,0.76,-2.71,97930
0.79,0.40,0.48,-0.95,0.64,-2.74,97931
0.78,0.40,0.47,-1.10,0.62,-2.63,97932
0.79,0.41,0.47,-0.95,0.74,-2.60,97933
0.78,0.40,0.47,-1.12,0.81,-2.51,97934
0.79,0.41,0.47,-1.08,0.90,-2.69,97935
0.79,0.40,0.47,-1.08,0.75,-2.70,97936
0.78,0.40,0.47,-1.02,0.76,-2.54,97937
0.79,0.40,0.47,-1.13,0.80,-2.62,97938
0.79,0.40,0.47,-1.18,0.66,-2.52,97939
0.79,0.41,0.46,-1.16,0.63,-2.52,97940
0.79,0.40,0.47,-1.05,0.79,-2.58,97941
0.79,0.40,0.48,-0.94,0.89,-2.57,97942
0.78,0.40,0.47,-1.05,0.82,-2.66,97943
0.79,0.40,0.47,-1.04,0.81,-2.53,97944
0.78,0.40,0.47,-0.99,0.89,-2.66,97945
0.79,0.40,0.47,-1.08,0.70,-2.55,97946
0.78,0.40,0.47,-1.05,0.70,-2.85,97947
0.78,0.40,0.47,-1.02,0.65,-2.69,97948
0.79,0.41,0.46,-1.23,0.71,-2.80,97949
0.79,0.41,0.48,-1.14,0.75,-2.75,97950
0.79,0.41,0.47,-1.08,0.65,-2.92,97951
0.79,0.40,0.47,-1.19,0.68,-2.92,97952
0.78,0.40,0.48,-1.26,0.69,-2.85,97953
0.79,0.41,0.47,-1.25,0.66,-2.99,97954
0.78,0.40,0.47,-1.20,0.78,-3.08,97955
0.79,0.40,0.48,-1.13,0.56,-3.14,97956
0.79,0.40,0.47,-1.31,0.63,-3.18,97957
0.78,0.40,0.47,-1.14,0.54,-2.93,97958
0.79,0.41,0.47,-1.09,0.61,-2.95,97959
0.79,0.40,0.47,-1.27,0.53,-3.02,97960
0.79,0.41,0.47,-1.37,0.50,-3.32,97961
0.78,0.41,0.47,-1.34,0.44,-3.21,97962
0.79,0.41,0.47,-1.20,0.21,-3.28,97963
0.78,0.41,0.46,-1.27,0.56,-3.10,97964
0.78,0.40,0.47,-1.30,0.52,-3.14,97965
0.79,0.40,0.47,-1.21,0.24,-3.21,97966
0.78,0.40,0.47,-1.16,0.50,-3.14,97967
0.79,0.41,0.47,-1.16,0.31,-3.21,97968
0.78,0.40,0.47,-1.36,0.49,-3.11,97969
0.79,0.40,0.46,-1.13,0.50,-3.10,97970
0.79,0.40,0.48,-1.32,0.53,-3.15,97971
0.79,0.40,0.47,-1.22,0.54,-3.23,97972
0.79,0.41,0.46,-1.20,0.56,-3.05,97973
0.79,0.41,0.47,-1.26,0.65,-3.09,97974
0.79,0.40,0.48,-1.16,0.56,-2.97,97975
0.79,0.41,0.46,-1.13,0.40,-3.07,97976
0.78,0.40,0.47,-1.22,0.69,-3.02,97977
0.78,0.40,0.47,-1.11,0.53,-2.91,97978
0.79,0.40,0.48,-1.17,0.56,-2.95,97979
0.79,0.40,0.47,-1.14,0.60,-2.95,97980
0.78,0.40,0.47,-1.19,0.66,-2.86,97981
0.79,0.40,0.46,-1.06,0.50,-2.90,97982
0.79,0.40,0.47,-1.19,0.59,-2.88,97983
0.78,0.40,0.46,-1.25,0.73,-2.82,97984
0.79,0.40,0.46,-1.28,0.76,-2.66,97985
0.78,0.41,0.48,-1.05,0.70,-2.80,97986
0.79,0.41,0.47,-1.14,0.70,-2.69,97987
0.79,0.41,0.48,-1.05,0.60,-2.62,97988
0.78,0.40,0.47,-1.09,0.83,-2.51,97989
0.78,0.40,0.47,-1.14,0.54,-2.63,97990
0.79,0.40,0.47,-1.14,0.80,-2.72,97991
0.79,0.40,0.48,-1.16,0.74,-2.71,97992
0.78,0.40,0.47,-1.23,0.74,-2.50,97993
0.79,0.41,0.46,-1.15,0.70,-2.71,97994
0.79,0.40,0.47,-1.18,1.00,-2.54,97995
0.79,0.41,0.47,-1.27,0.79,-2.56,97996
0.79,0.41,0.47,-1.18,0.94,-2.62,97997
0.78,0.41,0.47,-1.05,0.87,-2.61,97998
0.78,0.40,0.47,-1.35,0.82,-2.47,97999
0.79,0.40,0.47,-1.15,0.75,-2.65,98000
0.78,0.40,0.48,-1.09,0.67,-2.81,98001
0.79,0.41,0.46,-1.20,0.81,-2.76,98002
0.78,0.41,0.46,-1.04,0.63,-2.70,98003
0.78,0.41,0.47,-0.87,0.84,-2.61,98004
0.78,0.41,0.47,-1.25,0.67,-2.85,98005
0.79,0.41,0.48,-1.30,0.72,-2.76,98006
0.78,0.40,0.47,-1.16,0.76,-2.82,98007
0.78,0.40,0.48,-1.23,0.66,-2.88,98008
0.78,0.41,0.47,-1.17,0.63,-3.04,98009
0.79,0.40,0.48,-1.28,0.55,-2.99,98010
0.78,0.41,0.47,-1.20,0.60,-2.92,98011
0.78,0.40,0.48,-1.30,0.47,-2.97,98012
0.78,0.40,0.48,-1.21,0.58,-3.09,98013
0.79,0.41,0.47,-1.05,0.53,-3.01,98014
0.79,0.40,0.47,-1.24,0.51,-2.93,98015
0.79,0.41,0.47,-1.27,0.56,-3.03,98016
0.79,0.40,0.47,-1.15,0.24,-3.08,98017
0.78,0.40,0.47,-1.30,0.47,-3.02,98018
0.79,0.41,0.46,-1.21,0.44,-3.15,98019
0.78,0.39,0.47,-1.21,0.56,-3.05,98020
0.79,0.41,0.48,-1.10,0.38,-3.06,98021
0.79,0.41,0.47,-1.31,0.50,-3.21,98022
0.78,0.40,0.47,-1.23,0.35,-3.05,98023
0.78,0.40,0.46,-1.31,0.46,-3.17,98024
0.79,0.40,0.47,-1.37,0.56,-3.02,98025
0.79,0.40,0.47,-1.20,0.55,-3.05,98026
0.78,0.41,0.47,-1.24,0.37,-2.99,98027
0.79,0.40,0.47,-1.34,0.49,-3.24,98028
0.79,0.40,0.46,-1.31,0.44,-3.02,98029
0.79,0.40,0.47,-1.24,0.51,-3.02,98030
0.79,0.41,0.48,-1.37,0.46,-2.97,98031
0.79,0.40,0.47,-1.32,0.40,-3.05,98032
0.79,0.40,0.48,-1.16,0.51,-3.15,98033
0.79,0.41,0.47,-1.28,0.38,-3.18,98034
0.79,0.41,0.48,-1.20,0.64,-3.06,98035
0.78,0.40,0.48,-1.24,0.42,-2.96,98036
0.78,0.40,0.47,-1.26,0.46,-3.03,98037
0.78,0.41,0.46,-1.23,0.66,-2.96,98038
0.79,0.41,0.47,-1.23,0.76,-3.05,98039
0.78,0.40,0.46,-1.19,0.67,-2.89,98040
0.79,0.40,0.47,-1.18,0.62,-2.76,98041
0.79,0.41,0.47,-1.14,0.48,-2.85,98042
0.79,0.41,0.47,-1.22,0.82,-2.64,98043
0.78,0.41,0.47,-1.26,0.75,-2.70,98044
0.79,0.40,0.47,-1.09,0.89,-2.79,98045
0.78,0.40,0.48,-1.24,0.79,-2.79,98046
0.79,0.41,0.47,-0.97,0.67,-2.54,98047
0.78,0.40,0.47,-1.05,0.82,-2.66,98048
0.79,0.40,0.48,-1.13,0.70,-2.63,98049
0.78,0.40,0.47,-1.29,0.85,-2.52,98050
0.78,0.40,0.48,-1.05,0.66,-2.66,98051
0.78,0.40,0.47,-1.18,0.61,-2.72,98052
0.78,0.40,0.47,-1.05,0.68,-2.65,98053
0.79,0.40,0.47,-1.18,0.73,-2.57,98054
0.78,0.39,0.47,-1.04,0.68,-2.73,98055
0.78,0.40,0.48,-1.21,0.84,-2.76,98056
0.78,0.40,0.47,-1.05,0.57,-2.63,98057
0.79,0.40,0.47,-1.11,0.80,-2.66,98058
0.79,0.40,0.47,-0.98,0.53,-2.66,98059
0.78,0.40,0.47,-1.05,0.76,-2.68,98060
0.79,0.41,0.47,-1.11,0.57,-2.76,98061
0.78,0.40,0.47,-1.04,0.64,-2.71,98062
0.78,0.40,0.47,-0.89,0.66,-2.72,98063
0.80,0.40,0.46,-0.90,0.82,-2.93,98064
0.78,0.40,0.47,-1.02,0.60,-2.72,98065
0.79,0.40,0.47,-1.27,0.56,-2.95,98066
0.79,0.40,0.48,-1.09,0.47,-2.94,98067
0.79,0.40,0.48,-1.33,0.62,-3.12,98068
0.78,0.41,0.46,-1.22,0.45,-3.02,98069
0.79,0.41,0.47,-1.19,0.54,-3.08,98070
0.79,0.40,0.47,-1.25,0.58,-3.01,98071
0.79,0.40,0.48,-1.25,0.53,-3.09,98072
0.79,0.41,0.47,-1.40,0.51,-3.08,98073
0.78,0.40,0.46,-1.24,0.42,-3.08,98074
0.79,0.41,0.48,-1.05,0.42,-3.18,98075
0.78,0.40,0.47,-1.14,0.53,-3.14,98076
0.78,0.41,0.46,-1.31,0.65,-3.13,98077
0.79,0.40,0.46,-1.32,0.28,-3.10,98078
0.79,0.40,0.47,-1.17,0.44,-3.31,98079
0.79,0.40,0.48,-1.22,0.47,-3.24,98080
0.79,0.41,0.47,-1.05,0.40,-3.01,98081
0.79,0.40,0.47,-1.05,0.63,-3.16,98082
0.78,0.40,0.47,-1.24,0.59,-3.14,98083
0.78,0.40,0.47,-1.43,0.47,-3.08,98084
0.78,0.40,0.48,-1.17,0.48,-2.96,98085
0.79,0.41,0.47,-1.21,0.57,-3.21,98086
0.79,0.40,0.48,-1.13,0.64,-3.16,98087
0.79,0.41,0.47,-1.23,0.40,-2.98,98088
0.79,0.40,0.48,-1.18,0.46,-2.89,98089
0.79,0.40,0.48,-1.16,0.38,-2.89,98090
0.78,0.40,0.47,-1.19,0.51,-2.96,98091
0.78,0.40,0.47,-1.23,0.64,-2.87,98092
0.79,0.40,0.47,-1.14,0.58,-3.05,98093
0.78,0.41,0.47,-1.15,0.59,-2.88,98094
0.79,0.41,0.48,-1.26,0.52,-2.85,98095
0.78,0.41,0.47,-1.09,0.85,-2.83,98096
0.78,0.40,0.47,-1.15,0.67,-2.82,98097
0.79,0.41,0.46,-1.19,0.62,-2.82,98098
0.78,0.40,0.47,-1.27,0.72,-2.66,98099
0.78,0.40,0.47,-1.38,0.79,-2.70,98100
0.78,0.40,0.46,-1.19,0.82,-2.87,98101
0.79,0.40,0.46,-1.21,0.65,-2.82,98102
0.79,0.40,0.47,-1.26,0.76,-2.72,98103
0.79,0.40,0.48,-1.11,0.70,-2.75,98104
0.79,0.40,0.47,-1.20,0.69,-2.60,98105
0.78,0.39,0.47,-1.01,0.66,-2.77,98106
0.79,0.40,0.47,-0.99,0.76,-2.82,98107
0.78,0.41,0.47,-1.18,0.85,-2.62,98108
0.79,0.40,0.48,-0.98,0.92,-2.65,98109
0.79,0.40,0.48,-1.05,0.69,-2.76,98110
0.79,0.41,0.47,-1.11,0.65,-2.70,98111
0.79,0.41,0.47,-1.07,1.01,-2.68,98112
0.79,0.40,0.47,-1.27,0.73,-2.49,98113
0.78,0.40,0.47,-1.21,0.77,-2.60,98114
0.79,0.40,0.48,-1.02,0.63,-2.83,98115
0.78,0.40,0.47,-1.24,0.62,-2.92,98116
0.79,0.40,0.47,-1.10,0.71,-2.83,98117
0.79,0.40,0.47,-1.09,0.71,-2.74,98118
0.79,0.40,0.48,-1.24,0.54,-2.80,98119
0.79,0.41,0.47,-1.11,0.54,-2.95,98120
0.78,0.41,0.47,-1.19,0.63,-2.67,98121
0.79,0.41,0.48,-1.03,0.65,-3.02,98122
0.79,0.40,0.48,-1.24,0.59,-2.99,98123
0.79,0.41,0.48,-1.25,0.56,-2.97,98124
0.79,0.40,0.47,-1.05,0.49,-2.94,98125
0.79,0.40,0.48,-1.25,0.63,-2.78,98126
0.79,0.40,0.47,-1.24,0.51,-3.05,98127
0.78,0.40,0.47,-1.32,0.49,-3.09,98128
0.79,0.40,0.47,-1.29,0.51,-3.08,98129
0.79,0.40,0.47,-1.05,0.34,-3.05,98130
0.79,0.40,0.47,-1.22,0.47,-3.08,98131
0.78,0.40,0.47,-1.24,0.48,-3.12,98132
0.79,0.40,0.48,-1.25,0.42,-3.14,98133
0.78,0.40,0.47,-1.42,0.55,-2.99,98134
0.78,0.40,0.47,-1.48,0.57,-3.09,98135
0.78,0.40,0.47,-1.01,0.53,-3.23,98136
0.79,0.40,0.47,-1.06,0.54,-2.95,98137
0.77,0.41,0.47,-1.18,0.44,-2.89,98138
0.79,0.41,0.47,-1.20,0.42,-3.00,98139
0.78,0.40,0.46,-1.44,0.62,-2.94,98140
0.78,0.40,0.48,-1.27,0.42,-3.23,98141
0.79,0.40,0.46,-1.19,0.48,-3.04,98142
0.78,0.41,0.46,-1.21,0.49,-2.94,98143
0.79,0.40,0.47,-1.11,0.54,-2.89,98144
