20:26:45
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
0.82,0.44,0.35,-5.47,7.02,-2.34,78152
0.88,0.42,0.30,-4.53,7.39,-1.98,78153
0.80,0.47,0.30,-4.45,7.33,-1.50,78154
0.80,0.50,0.25,-4.98,7.27,-1.39,78155
0.87,0.45,0.41,-4.75,7.83,-0.98,78156
0.84,0.51,0.32,-6.22,7.30,-1.44,78157
0.85,0.43,0.30,-5.34,7.81,-1.66,78158
0.82,0.48,0.29,-3.77,7.23,-1.88,78159
0.81,0.51,0.37,-5.20,5.83,-1.56,78160
0.86,0.42,0.35,-5.21,6.38,-1.41,78161
0.86,0.39,0.36,-3.22,7.10,-0.96,78162
0.83,0.46,0.25,-3.02,5.11,-0.57,78163
0.83,0.47,0.31,-1.95,5.82,-0.73,78164
0.82,0.47,0.34,-3.42,6.54,-0.91,78165
0.88,0.43,0.22,-2.94,6.64,-0.56,78166
0.82,0.48,0.35,-2.87,6.72,-0.34,78167
0.76,0.54,0.29,-6.23,5.65,-1.26,78168
0.90,0.32,0.30,-5.20,7.63,-0.85,78169
0.86,0.47,0.31,-4.89,8.66,-0.47,78170
0.85,0.53,0.31,-4.80,6.84,-1.66,78171
0.93,0.48,0.27,-5.52,6.80,-1.48,78172
0.84,0.45,0.39,-6.37,7.18,-1.06,78173
0.84,0.36,0.33,-4.76,8.39,-0.54,78174
0.83,0.41,0.34,-3.18,7.79,-0.24,78175
0.76,0.51,0.31,-4.99,6.46,-0.87,78176
0.88,0.39,0.22,-5.27,7.08,-1.09,78177
0.90,0.41,0.26,-4.03,9.72,-0.60,78178
0.84,0.54,0.38,-5.44,8.74,-1.60,78179
0.81,0.53,0.32,-7.78,7.88,-1.82,78180
0.82,0.43,0.29,-7.10,9.81,-1.17,78181
0.85,0.47,0.37,-6.70,10.58,-0.62,78182
0.84,0.51,0.31,-7.17,7.79,-0.77,78183
0.85,0.44,0.27,-6.37,8.13,-1.13,78184
0.86,0.41,0.30,-6.34,9.22,-1.23,78185
0.86,0.37,0.38,-4.52,9.34,-0.71,78186
0.84,0.43,0.46,-3.91,7.84,-0.72,78187
0.83,0.49,0.34,-4.35,7.21,-0.93,78188
0.84,0.42,0.35,-3.77,7.76,-1.01,78189
0.88,0.46,0.27,-3.66,7.56,-0.81,78190
0.86,0.50,0.42,-3.45,7.53,-1.01,78191
0.84,0.50,0.32,-5.52,6.92,-1.56,78192
0.83,0.43,0.29,-5.35,8.05,-1.58,78193
0.83,0.43,0.31,-3.48,7.92,-1.20,78194
0.87,0.46,0.39,-4.25,7.38,-1.42,78195
0.84,0.47,0.36,-6.93,6.39,-2.06,78196
0.87,0.34,0.30,-5.68,7.84,-1.76,78197
0.84,0.42,0.34,-4.34,8.80,-1.73,78198
0.80,0.53,0.41,-6.92,8.13,-2.12,78199
0.88,0.41,0.33,-8.12,8.11,-2.37,78200
0.85,0.42,0.30,-5.79,7.69,-1.69,78201
0.79,0.49,0.35,-5.40,5.86,-2.17,78202
0.86,0.47,0.30,-5.98,5.89,-2.12,78203
0.86,0.41,0.33,-5.69,6.80,-1.94,78204
0.88,0.40,0.39,-5.35,7.28,-2.20,78205
0.86,0.42,0.32,-4.76,6.77,-2.40,78206
0.82,0.45,0.36,-5.20,8.05,-2.53,78207
0.85,0.42,0.34,-4.90,10.77,-2.46,78208
0.88,0.43,0.37,-3.71,10.87,-2.04,78209
0.78,0.53,0.40,-5.36,6.08,-2.50,78210
0.81,0.45,0.30,-6.00,6.08,-2.99,78211
0.83,0.44,0.32,-6.55,8.48,-2.98,78212
0.85,0.37,0.38,-5.98,9.83,-3.08,78213
0.83,0.45,0.36,-6.58,7.99,-3.38,78214
0.80,0.47,0.36,-5.93,8.38,-3.33,78215
0.80,0.45,0.35,-6.13,7.74,-3.04,78216
0.82,0.44,0.32,-4.24,7.27,-2.41,78217
0.80,0.53,0.41,-6.12,4.92,-2.75,78218
0.83,0.45,0.32,-6.97,4.34,-2.99,78219
0.84,0.37,0.34,-6.72,6.72,-2.72,78220
0.84,0.38,0.37,-5.33,8.10,-2.70,78221
0.80,0.47,0.44,-6.88,7.32,-3.09,78222
0.80,0.46,0.32,-7.38,7.14,-2.76,78223
0.80,0.43,0.33,-6.88,8.66,-1.65,78224
0.81,0.45,0.38,-5.81,9.79,-1.46,78225
0.82,0.52,0.48,-8.11,8.03,-2.14,78226
0.87,0.42,0.38,-7.85,8.21,-1.76,78227
0.83,0.43,0.38,-7.01,9.42,-1.53,78228
0.82,0.44,0.39,-4.13,8.65,-0.87,78229
0.82,0.42,0.49,-2.87,8.72,-0.44,78230
0.80,0.47,0.36,-5.32,8.12,-0.13,78231
0.79,0.42,0.28,-4.95,8.92,0.16,78232
0.79,0.42,0.33,-4.27,8.82,-0.18,78233
0.88,0.43,0.36,-3.14,9.40,0.07,78234
0.84,0.46,0.31,-3.95,7.52,-0.08,78235
0.82,0.46,0.29,-3.82,6.82,0.18,78236
0.79,0.53,0.38,-3.74,5.83,-0.26,78237
0.80,0.51,0.42,-5.98,4.81,-0.56,78238
0.83,0.39,0.40,-6.44,5.89,-0.07,78239
0.85,0.36,0.38,-5.27,7.98,0.25,78240
0.86,0.42,0.36,-3.77,7.67,0.24,78241
0.85,0.41,0.36,-2.89,6.67,0.18,78242
0.80,0.42,0.37,-2.95,7.66,0.47,78243
0.79,0.38,0.37,-3.14,8.05,0.84,78244
0.78,0.44,0.38,-3.92,7.36,0.81,78245
0.81,0.43,0.34,-4.80,8.50,0.27,78246
0.87,0.42,0.37,-4.72,9.84,0.28,78247
0.89,0.47,0.33,-5.23,9.07,-0.11,78248
0.83,0.54,0.37,-7.53,6.70,-0.96,78249
0.83,0.47,0.41,-8.33,6.20,-0.87,78250
0.81,0.43,0.34,-8.29,7.72,-0.71,78251
0.82,0.40,0.33,-7.47,8.51,-0.52,78252
0.85,0.43,0.42,-5.62,7.97,-0.76,78253
0.86,0.42,0.43,-6.21,7.79,-1.18,78254
0.84,0.38,0.35,-7.73,8.24,-1.07,78255
0.81,0.35,0.37,-5.34,9.43,-0.61,78256
0.83,0.44,0.41,-3.77,9.14,-1.14,78257
0.85,0.47,0.34,-3.98,8.05,-1.81,78258
0.82,0.45,0.32,-4.60,8.46,-1.78,78259
0.87,0.46,0.36,-4.73,8.65,-1.56,78260
0.83,0.49,0.42,-4.90,7.62,-1.89,78261
0.82,0.44,0.39,-6.27,7.04,-2.38,78262
0.81,0.43,0.37,-6.46,7.16,-2.57,78263
0.80,0.39,0.40,-5.36,6.59,-2.17,78264
0.82,0.43,0.42,-4.55,6.19,-2.37,78265
0.82,0.44,0.38,-5.88,6.34,-2.38,78266
0.83,0.36,0.37,-6.27,6.82,-2.80,78267
0.85,0.35,0.42,-3.72,7.19,-2.24,78268
0.77,0.49,0.44,-4.69,5.57,-2.66,78269
0.80,0.46,0.39,-5.86,5.82,-2.82,78270
0.87,0.43,0.35,-5.61,7.78,-2.49,78271
0.84,0.45,0.37,-4.76,6.88,-2.54,78272
0.84,0.47,0.41,-4.95,5.37,-3.27,78273
0.88,0.42,0.37,-5.48,6.34,-3.57,78274
0.85,0.39,0.41,-4.79,7.11,-2.83,78275
0.77,0.44,0.42,-4.89,6.21,-2.60,78276
0.79,0.40,0.43,-5.97,6.63,-3.43,78277
0.82,0.36,0.43,-6.10,9.10,-2.78,78278
0.83,0.37,0.40,-5.95,10.17,-2.47,78279
0.80,0.47,0.41,-5.47,7.67,-2.50,78280
0.77,0.49,0.32,-6.91,6.30,-3.32,78281
0.84,0.43,0.38,-6.99,7.89,-3.25,78282
0.81,0.44,0.34,-6.37,8.28,-2.89,78283
0.83,0.45,0.41,-6.56,7.09,-2.62,78284
0.83,0.51,0.40,-6.54,5.31,-2.50,78285
0.75,0.53,0.36,-8.14,4.65,-2.72,78286
0.86,0.36,0.33,-7.08,6.08,-1.95,78287
0.82,0.41,0.45,-5.98,6.83,-1.44,78288
0.77,0.44,0.47,-6.95,6.85,-2.08,78289
0.82,0.33,0.46,-5.18,8.81,-2.02,78290
0.86,0.36,0.43,-2.27,9.71,-0.50,78291
0.78,0.53,0.41,-2.26,7.12,-0.23,78292
0.78,0.52,0.40,-4.01,5.12,-0.86,78293
0.85,0.36,0.36,-2.54,5.89,-0.18,78294
0.82,0.39,0.38,-1.50,6.60,0.44,78295
0.78,0.44,0.46,-2.03,6.47,-0.21,78296
0.82,0.48,0.40,-3.95,6.75,-0.23,78297
0.81,0.41,0.35,-4.37,7.98,-0.21,78298
0.83,0.47,0.38,-4.72,8.98,0.31,78299
0.80,0.54,0.44,-5.72,7.25,-0.08,78300
0.79,0.48,0.44,-7.77,5.08,-0.95,78301
0.85,0.34,0.36,-6.40,7.63,-0.43,78302
0.77,0.40,0.45,-5.92,8.82,0.33,78303
0.79,0.40,0.48,-5.76,9.17,0.10,78304
0.81,0.36,0.44,-5.21,8.64,-0.19,78305
0.80,0.36,0.38,-3.42,8.78,0.27,78306
0.83,0.38,0.40,-2.74,9.33,0.24,78307
0.80,0.45,0.48,-3.36,8.68,0.18,78308
0.80,0.44,0.42,-4.66,7.67,-0.25,78309
0.84,0.45,0.35,-4.32,6.99,0.14,78310
0.84,0.49,0.37,-4.18,6.57,-0.27,78311
0.79,0.55,0.42,-6.84,5.68,-1.21,78312
0.87,0.41,0.41,-6.92,6.21,-0.94,78313
0.83,0.39,0.41,-4.68,7.66,-0.38,78314
0.78,0.44,0.48,-3.84,6.23,-0.69,78315
0.82,0.43,0.39,-4.14,5.75,-0.06,78316
0.84,0.34,0.34,-2.67,6.88,0.53,78317
0.82,0.36,0.42,-1.69,7.36,0.03,78318
0.82,0.36,0.47,-1.71,5.10,-0.38,78319
0.82,0.34,0.38,-1.69,5.50,-0.89,78320
0.82,0.38,0.42,-1.64,9.39,-0.85,78321
0.79,0.50,0.44,-3.52,8.80,-1.14,78322
0.80,0.49,0.48,-4.12,6.86,-1.84,78323
0.82,0.51,0.41,-6.27,5.73,-2.56,78324
0.81,0.44,0.44,-7.10,5.63,-2.36,78325
0.78,0.45,0.38,-7.30,5.43,-2.74,78326
0.81,0.43,0.43,-7.97,5.05,-3.00,78327
0.79,0.40,0.44,-8.41,6.50,-3.23,78328
0.82,0.32,0.41,-7.50,8.86,-3.05,78329
0.80,0.37,0.42,-5.89,9.00,-1.88,78330
0.81,0.44,0.48,-4.20,6.04,-1.92,78331
0.79,0.49,0.40,-5.47,3.85,-2.22,78332
0.84,0.37,0.38,-3.98,5.16,-2.19,78333
0.82,0.39,0.40,-1.84,5.69,-1.44,78334
0.83,0.43,0.49,-0.60,5.09,-1.24,78335
0.79,0.50,0.39,-1.16,4.21,-0.88,78336
0.76,0.43,0.42,-2.15,4.59,-0.44,78337
0.82,0.41,0.44,-1.60,4.99,-0.11,78338
0.76,0.43,0.51,-3.95,2.89,-1.71,78339
0.80,0.35,0.40,-4.36,4.08,-2.76,78340
0.80,0.32,0.41,-5.39,5.37,-2.48,78341
0.77,0.38,0.43,-3.61,5.63,-2.43,78342
0.80,0.49,0.46,-4.61,4.34,-3.21,78343
0.81,0.46,0.41,-6.11,3.68,-3.71,78344
0.84,0.39,0.43,-5.89,6.72,-3.05,78345
0.84,0.44,0.46,-5.89,5.92,-2.77,78346
0.74,0.50,0.41,-6.76,3.60,-3.56,78347
0.81,0.40,0.42,-7.37,4.39,-3.98,78348
0.91,0.28,0.41,-3.59,7.36,-2.68,78349
0.80,0.38,0.49,-4.08,6.47,-3.11,78350
0.81,0.43,0.42,-4.85,5.90,-3.39,78351
0.79,0.41,0.42,-5.35,7.05,-3.31,78352
0.79,0.37,0.44,-4.34,7.88,-2.99,78353
0.77,0.45,0.47,-5.01,5.66,-3.40,78354
0.72,0.49,0.43,-6.53,4.11,-4.17,78355
0.82,0.44,0.38,-6.90,3.82,-4.18,78356
0.86,0.35,0.42,-4.19,3.56,-3.12,78357
0.77,0.52,0.50,-5.14,2.54,-3.64,78358
0.72,0.51,0.42,-7.78,1.74,-4.79,78359
0.85,0.24,0.35,-5.77,5.17,-3.14,78360
0.83,0.31,0.43,-2.73,7.50,-2.04,78361
0.81,0.44,0.46,-3.48,5.37,-2.74,78362
0.81,0.40,0.36,-2.97,4.44,-2.58,78363
0.82,0.42,0.37,-2.14,5.33,-1.99,78364
0.80,0.39,0.40,-1.82,4.85,-1.75,78365
0.79,0.45,0.49,-2.64,3.79,-1.74,78366
0.78,0.46,0.42,-3.98,2.75,-2.23,78367
0.80,0.38,0.46,-3.64,4.14,-2.00,78368
0.80,0.44,0.41,-4.56,3.21,-1.87,78369
0.82,0.38,0.52,-3.36,3.47,-1.98,78370
0.80,0.47,0.43,-5.79,3.66,-2.61,78371
0.80,0.37,0.42,-4.46,4.46,-2.10,78372
0.81,0.37,0.44,-3.31,5.44,-1.59,78373
0.81,0.42,0.47,-3.22,5.68,-1.21,78374
0.78,0.42,0.41,-5.92,6.34,-1.48,78375
0.84,0.36,0.45,-6.03,8.40,-1.12,78376
0.83,0.38,0.46,-3.89,7.79,-0.82,78377
0.78,0.50,0.49,-5.35,6.65,-1.65,78378
0.82,0.49,0.45,-8.53,6.86,-2.31,78379
0.85,0.37,0.44,-7.83,9.19,-1.24,78380
0.77,0.40,0.50,-6.20,9.51,-0.69,78381
0.78,0.44,0.55,-7.24,7.20,-1.00,78382
0.81,0.43,0.38,-7.79,6.69,-1.22,78383
0.85,0.32,0.48,-5.12,8.36,-0.19,78384
0.81,0.42,0.50,-3.20,8.48,0.57,78385
0.76,0.45,0.44,-5.13,6.95,-0.51,78386
0.81,0.36,0.37,-6.13,8.14,-0.35,78387
0.90,0.27,0.41,-2.07,11.27,1.70,78388
0.78,0.47,0.51,-1.89,9.79,1.06,78389
0.78,0.51,0.45,-2.70,5.43,-0.16,78390
0.87,0.41,0.43,-3.34,4.12,-0.40,78391
0.84,0.44,0.40,-3.31,5.10,-0.15,78392
0.83,0.43,0.43,-3.40,5.15,-0.38,78393
0.79,0.42,0.49,-3.37,3.78,-0.74,78394
0.82,0.39,0.43,-2.85,3.47,-0.98,78395
0.83,0.39,0.43,-2.91,4.63,-1.07,78396
0.77,0.45,0.46,-3.18,4.98,-1.40,78397
0.85,0.40,0.43,-3.02,3.98,-1.60,78398
0.83,0.39,0.43,-1.30,4.04,-1.24,78399
0.81,0.43,0.45,-1.92,4.10,-1.68,78400
0.83,0.42,0.45,-1.73,3.89,-1.67,78401
0.78,0.42,0.48,-1.73,3.45,-1.52,78402
0.78,0.40,0.46,-2.14,3.42,-1.60,78403
0.81,0.37,0.46,-1.62,4.01,-1.10,78404
0.78,0.40,0.49,-1.76,3.76,-1.50,78405
0.80,0.41,0.45,-2.47,3.39,-2.12,78406
0.81,0.39,0.45,-2.24,3.43,-1.89,78407
0.79,0.40,0.47,-2.01,3.87,-2.00,78408
0.78,0.41,0.48,-2.53,3.66,-1.88,78409
0.79,0.41,0.47,-1.91,3.12,-1.81,78410
0.80,0.40,0.48,-1.63,2.76,-1.65,78411
0.79,0.39,0.47,-1.21,2.79,-1.19,78412
0.77,0.41,0.48,-1.66,2.66,-1.67,78413
0.79,0.39,0.46,-1.56,2.21,-1.65,78414
0.79,0.37,0.47,-0.66,2.31,-1.61,78415
0.78,0.39,0.45,-0.64,2.43,-1.73,78416
0.77,0.42,0.47,-1.28,2.25,-1.79,78417
0.78,0.39,0.48,-1.12,1.57,-2.04,78418
0.78,0.41,0.48,-0.98,1.16,-1.89,78419
0.77,0.42,0.47,-1.60,0.56,-2.16,78420
0.78,0.41,0.46,-1.76,0.38,-2.20,78421
0.78,0.38,0.47,-1.55,0.45,-2.05,78422
0.78,0.39,0.48,-1.11,-0.10,-2.34,78423
0.78,0.38,0.46,-0.98,-0.21,-2.40,78424
0.78,0.38,0.48,-0.60,-0.04,-2.36,78425
0.78,0.40,0.48,-0.56,-0.09,-2.37,78426
0.78,0.39,0.48,-0.50,-0.73,-2.43,78427
0.79,0.40,0.47,-0.34,-0.82,-2.53,78428
0.79,0.41,0.46,-0.31,-1.24,-2.52,78429
0.78,0.40,0.47,-0.67,-1.50,-2.60,78430
0.79,0.41,0.45,-0.87,-1.60,-2.78,78431
0.79,0.39,0.47,-0.19,-1.83,-2.91,78432
0.78,0.41,0.46,-0.60,-2.04,-2.99,78433
0.79,0.41,0.45,-0.89,-2.14,-3.28,78434
0.80,0.40,0.46,-0.88,-2.30,-3.11,78435
0.80,0.41,0.46,-0.84,-2.39,-3.32,78436
0.80,0.40,0.46,-0.92,-2.40,-3.43,78437
0.80,0.39,0.46,-0.60,-2.24,-3.11,78438
0.80,0.39,0.46,-0.37,-2.18,-3.31,78439
0.79,0.39,0.45,-0.51,-2.30,-3.49,78440
0.80,0.39,0.45,-0.21,-1.98,-3.47,78441
0.80,0.39,0.46,-0.04,-1.91,-3.52,78442
0.80,0.42,0.45,-0.81,-1.99,-3.64,78443
0.80,0.42,0.44,-1.06,-1.90,-3.98,78444
0.80,0.40,0.46,-0.96,-1.89,-4.18,78445
0.80,0.41,0.46,-1.25,-1.81,-4.35,78446
0.80,0.42,0.45,-1.60,-1.82,-4.39,78447
0.80,0.40,0.45,-1.59,-1.56,-4.50,78448
0.81,0.40,0.45,-1.34,-1.23,-4.35,78449
0.81,0.41,0.44,-1.78,-0.95,-4.37,78450
0.81,0.41,0.45,-1.82,-0.79,-4.43,78451
0.81,0.40,0.44,-1.56,-0.26,-4.18,78452
0.80,0.43,0.42,-1.92,0.14,-4.26,78453
0.80,0.41,0.46,-1.55,-0.09,-4.29,78454
0.80,0.41,0.46,-1.54,-0.36,-4.47,78455
0.79,0.40,0.44,-1.85,-0.34,-4.24,78456
0.79,0.41,0.44,-1.95,0.08,-4.08,78457
0.80,0.40,0.45,-1.68,0.51,-3.89,78458
0.80,0.40,0.46,-1.38,0.55,-3.61,78459
0.81,0.43,0.45,-1.57,0.47,-3.46,78460
0.80,0.42,0.44,-1.58,0.88,-3.49,78461
0.80,0.42,0.45,-1.47,1.17,-2.93,78462
0.80,0.42,0.46,-1.30,1.15,-2.76,78463
0.78,0.42,0.46,-1.53,1.20,-2.80,78464
0.79,0.42,0.45,-1.63,1.14,-2.62,78465
0.79,0.41,0.45,-1.61,1.38,-2.38,78466
0.80,0.42,0.45,-1.66,1.53,-2.21,78467
0.80,0.41,0.45,-1.50,1.64,-1.83,78468
0.79,0.41,0.45,-1.34,1.68,-1.65,78469
0.80,0.41,0.45,-1.32,1.84,-1.56,78470
0.80,0.41,0.45,-1.18,2.08,-1.32,78471
0.79,0.41,0.46,-1.02,2.18,-1.12,78472
0.78,0.40,0.46,-0.78,2.18,-0.86,78473
0.79,0.41,0.47,-0.80,2.44,-0.92,78474
0.79,0.41,0.46,-0.69,2.10,-0.63,78475
0.79,0.41,0.45,-0.84,2.34,-0.41,78476
0.80,0.42,0.45,-1.11,2.44,-0.39,78477
0.79,0.41,0.46,-0.87,2.41,-0.33,78478
0.79,0.41,0.46,-0.85,2.41,-0.30,78479
0.79,0.41,0.47,-0.84,2.30,-0.11,78480
0.79,0.40,0.45,-0.79,2.21,-0.37,78481
0.79,0.41,0.46,-0.58,2.31,-0.03,78482
0.79,0.40,0.46,-0.91,2.02,-0.28,78483
0.79,0.41,0.46,-0.73,2.18,-0.08,78484
0.80,0.40,0.46,-0.89,2.11,-0.26,78485
0.80,0.40,0.45,-0.77,2.21,-0.37,78486
0.80,0.40,0.46,-0.66,2.04,-0.53,78487
0.79,0.41,0.47,-0.62,1.94,-0.54,78488
0.79,0.40,0.45,-0.81,1.79,-0.83,78489
0.80,0.40,0.46,-0.85,1.81,-0.98,78490
0.80,0.39,0.46,-0.76,1.82,-1.23,78491
0.79,0.40,0.46,-0.95,1.50,-1.31,78492
0.79,0.41,0.45,-0.88,1.32,-1.57,78493
0.80,0.39,0.47,-0.98,1.12,-1.67,78494
0.80,0.39,0.46,-0.96,1.31,-2.04,78495
0.79,0.41,0.47,-1.40,0.98,-2.48,78496
0.80,0.40,0.44,-1.35,0.92,-2.38,78497
0.80,0.41,0.46,-1.29,0.76,-2.67,78498
0.79,0.40,0.46,-1.34,0.65,-2.98,78499
0.79,0.40,0.46,-1.55,0.24,-2.95,78500
0.80,0.40,0.46,-1.52,0.01,-3.39,78501
0.79,0.39,0.47,-1.39,0.16,-3.26,78502
0.79,0.39,0.46,-1.52,-0.11,-3.52,78503
0.79,0.40,0.46,-1.65,-0.20,-3.75,78504
0.79,0.41,0.45,-1.69,-0.31,-3.92,78505
0.79,0.40,0.48,-1.55,-0.47,-3.82,78506
0.79,0.39,0.47,-1.43,-0.54,-3.95,78507
0.79,0.41,0.47,-1.56,-0.69,-4.22,78508
0.79,0.40,0.46,-1.77,-0.76,-4.13,78509
0.79,0.40,0.46,-1.61,-0.85,-4.11,78510
0.79,0.40,0.46,-1.53,-0.72,-4.08,78511
0.79,0.40,0.46,-1.38,-0.95,-4.21,78512
0.80,0.41,0.45,-1.58,-1.09,-4.31,78513
0.79,0.40,0.46,-1.50,-0.97,-4.07,78514
0.80,0.40,0.46,-1.26,-0.95,-4.01,78515
0.79,0.41,0.46,-1.13,-0.88,-4.14,78516
0.79,0.41,0.46,-1.28,-1.08,-3.96,78517
0.80,0.40,0.45,-1.04,-0.98,-3.77,78518
0.79,0.41,0.46,-1.19,-0.90,-3.76,78519
0.79,0.41,0.47,-0.95,-1.02,-3.54,78520
0.79,0.41,0.46,-1.04,-0.90,-3.39,78521
0.79,0.41,0.46,-1.13,-0.72,-3.45,78522
0.79,0.42,0.46,-0.92,-0.85,-3.38,78523
0.79,0.41,0.45,-1.05,-0.71,-3.06,78524
0.80,0.40,0.45,-0.89,-0.65,-2.98,78525
0.80,0.41,0.46,-0.90,-0.63,-2.79,78526
0.79,0.41,0.46,-0.76,-0.53,-2.79,78527
0.80,0.41,0.45,-0.88,-0.34,-2.60,78528
0.79,0.41,0.45,-0.80,-0.40,-2.47,78529
0.79,0.41,0.45,-0.80,-0.21,-2.26,78530
0.79,0.41,0.45,-0.73,-0.08,-2.29,78531
0.80,0.42,0.45,-0.79,-0.08,-2.08,78532
0.80,0.42,0.45,-0.87,0.08,-2.09,78533
0.80,0.42,0.46,-0.79,0.34,-2.01,78534
0.80,0.41,0.46,-0.93,0.49,-2.24,78535
0.80,0.41,0.45,-0.92,0.59,-2.08,78536
0.79,0.42,0.45,-1.02,0.51,-2.08,78537
0.80,0.42,0.45,-1.02,0.71,-1.93,78538
0.80,0.41,0.45,-1.21,0.79,-1.94,78539
0.80,0.40,0.45,-1.06,0.85,-1.94,78540
0.79,0.41,0.46,-1.10,1.06,-1.93,78541
0.80,0.40,0.45,-1.11,1.16,-1.82,78542
0.80,0.41,0.45,-1.01,1.24,-1.82,78543
0.80,0.41,0.45,-1.27,1.34,-1.85,78544
0.80,0.41,0.45,-1.26,1.53,-1.92,78545
0.80,0.41,0.45,-1.15,1.47,-1.99,78546
0.80,0.41,0.45,-1.28,1.59,-1.91,78547
0.80,0.41,0.46,-1.42,1.79,-1.99,78548
0.80,0.41,0.45,-1.40,1.73,-2.04,78549
0.80,0.41,0.45,-1.31,1.76,-1.97,78550
0.79,0.40,0.47,-1.37,1.81,-1.98,78551
0.80,0.40,0.45,-1.40,1.82,-1.99,78552
0.80,0.41,0.46,-1.51,1.97,-2.05,78553
0.80,0.41,0.46,-1.47,1.99,-2.01,78554
0.80,0.40,0.46,-1.45,1.83,-2.02,78555
0.80,0.40,0.46,-1.47,1.95,-1.92,78556
0.79,0.41,0.45,-1.51,1.88,-2.05,78557
0.79,0.41,0.46,-1.31,1.88,-2.11,78558
0.80,0.41,0.47,-1.42,1.87,-2.18,78559
0.79,0.41,0.45,-1.43,1.89,-2.33,78560
0.80,0.41,0.46,-1.44,1.90,-2.04,78561
0.79,0.40,0.46,-1.18,1.66,-2.08,78562
0.79,0.39,0.46,-1.22,1.70,-1.98,78563
0.79,0.40,0.46,-1.14,1.47,-2.05,78564
0.79,0.40,0.47,-1.20,1.44,-2.03,78565
0.78,0.39,0.45,-0.94,1.16,-2.08,78566
0.78,0.40,0.47,-0.74,1.09,-1.97,78567
0.79,0.41,0.45,-0.93,0.92,-2.18,78568
0.79,0.41,0.46,-1.12,0.80,-2.32,78569
0.79,0.41,0.46,-1.17,0.75,-2.23,78570
0.79,0.40,0.47,-1.08,0.48,-2.27,78571
0.79,0.40,0.47,-0.97,0.38,-2.44,78572
0.79,0.41,0.47,-1.09,0.38,-2.34,78573
0.79,0.40,0.46,-0.97,0.14,-2.27,78574
0.79,0.40,0.47,-0.89,-0.02,-2.52,78575
0.79,0.41,0.46,-0.89,0.01,-2.59,78576
0.79,0.40,0.46,-0.92,-0.20,-2.63,78577
0.79,0.40,0.47,-0.98,-0.20,-2.52,78578
0.79,0.40,0.46,-1.02,-0.31,-2.53,78579
0.79,0.41,0.46,-0.84,-0.47,-2.79,78580
0.79,0.40,0.46,-0.98,-0.64,-2.92,78581
0.79,0.40,0.46,-0.86,-0.53,-2.89,78582
0.79,0.40,0.47,-1.14,-0.71,-2.98,78583
0.79,0.40,0.47,-1.19,-0.69,-2.93,78584
0.79,0.40,0.45,-0.95,-0.65,-3.06,78585
0.79,0.40,0.46,-1.02,-0.44,-2.98,78586
0.79,0.40,0.46,-1.11,-0.61,-3.08,78587
0.79,0.41,0.45,-0.96,-0.60,-3.15,78588
0.80,0.40,0.46,-1.07,-0.50,-3.28,78589
0.79,0.41,0.45,-0.99,-0.59,-3.27,78590
0.79,0.41,0.46,-1.03,-0.66,-3.36,78591
0.80,0.40,0.45,-1.13,-0.60,-3.50,78592
0.79,0.41,0.45,-1.30,-0.50,-3.39,78593
0.80,0.41,0.46,-1.34,-0.48,-3.31,78594
0.79,0.40,0.46,-1.38,-0.30,-3.47,78595
0.80,0.41,0.46,-1.32,-0.20,-3.16,78596
0.80,0.41,0.45,-1.42,-0.22,-3.37,78597
0.80,0.41,0.45,-1.45,0.01,-3.37,78598
0.80,0.41,0.45,-1.38,-0.06,-3.37,78599
0.80,0.41,0.45,-1.28,0.06,-3.35,78600
0.80,0.40,0.46,-1.35,0.09,-3.30,78601
0.80,0.40,0.46,-1.31,0.21,-3.27,78602
0.80,0.41,0.45,-1.31,0.21,-3.20,78603
0.80,0.41,0.47,-1.24,0.39,-3.10,78604
0.80,0.41,0.46,-1.19,0.61,-2.88,78605
0.79,0.41,0.45,-1.28,0.61,-2.94,78606
0.79,0.41,0.45,-1.34,0.51,-2.89,78607
0.79,0.41,0.45,-1.44,0.65,-2.59,78608
0.80,0.41,0.45,-1.34,0.72,-2.51,78609
0.80,0.41,0.46,-1.34,0.85,-2.56,78610
0.80,0.41,0.46,-1.23,0.84,-2.24,78611
0.79,0.40,0.45,-1.37,1.01,-2.43,78612
0.80,0.41,0.46,-1.28,1.07,-2.17,78613
0.80,0.41,0.46,-1.21,1.05,-2.12,78614
0.79,0.41,0.46,-0.98,1.05,-1.99,78615
0.79,0.41,0.46,-1.00,1.27,-1.85,78616
0.79,0.41,0.45,-1.24,1.21,-1.88,78617
0.79,0.41,0.45,-1.01,1.35,-1.89,78618
0.79,0.40,0.46,-1.06,1.24,-1.74,78619
0.80,0.41,0.45,-0.87,1.36,-1.52,78620
0.79,0.41,0.46,-1.02,1.45,-1.52,78621
0.79,0.41,0.46,-1.16,1.37,-1.63,78622
0.80,0.41,0.46,-1.05,1.34,-1.59,78623
0.79,0.40,0.46,-0.85,1.30,-1.52,78624
0.79,0.40,0.45,-0.92,1.42,-1.57,78625
0.80,0.40,0.45,-0.95,1.37,-1.47,78626
0.80,0.41,0.46,-1.03,1.45,-1.50,78627
0.80,0.40,0.46,-1.01,1.47,-1.79,78628
0.79,0.40,0.46,-0.95,1.44,-1.50,78629
0.79,0.40,0.47,-1.10,1.31,-1.62,78630
