sim_time, one_dynamixel_simulation/joint1?0/position
15.281, 0.005824
15.282, 0.005824
15.283, 0.005824
15.284, 0.005824
15.285, 0.005824
15.286, 0.005824
15.287, 0.005824
15.288, 0.005824
15.289, 0.005824
15.29, 0.005824
15.291, 0.005824
15.292, 0.005824
15.293, 0.005824
15.294, 0.005824
15.295, 0.005824
15.296, 0.005824
15.297, 0.005824
15.298, 0.005824
15.299, 0.005824
15.3, 0.005824
15.301, 0.005824
15.302, 0.005824
15.303, 0.005824
15.304, 0.005824
15.305, 0.005824
15.306, 0.005824
15.307, 0.005824
15.308, 0.005824
15.309, 0.005824
15.31, 0.005824
15.311, 0.005824
15.312, 0.005824
15.313, 0.005824
15.314, 0.005824
15.315, 0.005824
15.316, 0.005824
15.317, 0.005824
15.318, 0.005824
15.319, 0.005824
15.32, 0.005824
15.321, 0.005824
15.322, 0.005824
15.323, 0.005824
15.324, 0.005824
15.325, 0.005824
15.326, 0.005824
15.327, 0.005824
15.328, 0.005824
15.329, 0.005824
15.33, 0.005824
15.331, 0.005824
15.332, 0.005824
15.333, 0.005824
15.334, 0.005824
15.335, 0.005824
15.336, 0.005824
15.337, 0.005824
15.338, 0.005824
15.339, 0.005824
15.34, 0.005824
15.341, 0.005824
15.342, 0.005824
15.343, 0.005824
15.344, 0.005824
15.345, 0.005824
15.346, 0.005824
15.347, 0.005824
15.348, 0.005824
15.349, 0.005824
15.35, 0.005824
15.351, 0.005824
15.352, 0.005824
15.353, 0.005824
15.354, 0.005824
15.355, 0.005824
15.356, 0.005824
15.357, 0.005824
15.358, 0.005824
15.359, 0.005824
15.36, 0.005824
15.361, 0.005824
15.362, 0.005824
15.363, 0.005824
15.364, 0.005824
15.365, 0.005824
15.366, 0.005824
15.367, 0.005824
15.368, 0.005824
15.369, 0.005824
15.37, 0.005824
15.371, 0.005824
15.372, 0.005824
15.373, 0.005824
15.374, 0.005824
15.375, 0.005824
15.376, 0.005824
15.377, 0.005824
15.378, 0.005824
15.379, 0.005824
15.38, 0.005824
15.381, 0.005824
15.382, 0.005824
15.383, 0.005824
15.384, 0.005824
15.385, 0.005824
15.386, 0.005824
15.387, 0.005824
15.388, 0.005824
15.389, 0.005824
15.39, 0.005824
15.391, 0.005824
15.392, 0.005824
15.393, 0.005824
15.394, 0.005824
15.395, 0.005824
15.396, 0.005824
15.397, 0.005824
15.398, 0.005824
15.399, 0.005824
15.4, 0.005824
15.401, 0.005824
15.402, 0.005824
15.403, 0.005824
15.404, 0.005824
15.405, 0.005824
15.406, 0.005824
15.407, 0.005824
15.408, 0.005824
15.409, 0.005824
15.41, 0.005824
15.411, 0.005824
15.412, 0.005824
15.413, 0.005824
15.414, 0.005824
15.415, 0.005824
15.416, 0.005824
15.417, 0.005824
15.418, 0.005824
15.419, 0.005824
15.42, 0.005824
15.421, 0.005824
15.422, 0.005824
15.423, 0.005824
15.424, 0.005824
15.425, 0.005824
15.426, 0.005824
15.427, 0.005824
15.428, 0.005824
15.429, 0.005824
15.43, 0.005824
15.431, 0.005824
15.432, 0.005824
15.433, 0.005824
15.434, 0.005824
15.435, 0.005824
15.436, 0.005824
15.437, 0.005824
15.438, 0.005824
15.439, 0.005824
15.44, 0.005824
15.441, 0.005824
15.442, 0.005824
15.443, 0.005824
15.444, 0.005824
15.445, 0.005824
15.446, 0.005824
15.447, 0.005824
15.448, 0.005824
15.449, 0.005824
15.45, 0.005824
15.451, 0.005824
15.452, 0.005824
15.453, 0.005824
15.454, 0.005824
15.455, 0.005824
15.456, 0.005824
15.457, 0.005824
15.458, 0.005824
15.459, 0.005824
15.46, 0.005824
15.461, 0.005824
15.462, 0.005824
15.463, 0.005824
15.464, 0.005824
15.465, 0.005824
15.466, 0.005824
15.467, 0.005824
15.468, 0.005824
15.469, 0.005824
15.47, 0.005824
15.471, 0.005824
15.472, 0.005824
15.473, 0.005824
15.474, 0.005824
15.475, 0.005824
15.476, 0.005824
15.477, 0.005824
15.478, 0.005824
15.479, 0.005824
15.48, 0.005824
15.481, 0.005824
15.482, 0.005824
15.483, 0.005824
15.484, 0.005824
15.485, 0.005824
15.486, 0.005824
15.487, 0.005824
15.488, 0.005824
15.489, 0.005824
15.49, 0.005824
15.491, 0.005824
15.492, 0.005824
15.493, 0.005824
15.494, 0.005824
15.495, 0.005824
15.496, 0.005824
15.497, 0.005824
15.498, 0.005824
15.499, 0.005824
15.5, 0.005824
15.501, 0.005824
15.502, 0.005824
15.503, 0.005824
15.504, 0.005824
15.505, 0.005824
15.506, 0.005824
15.507, 0.005824
15.508, 0.005824
15.509, 0.005824
15.51, 0.005824
15.511, 0.005824
15.512, 0.005824
15.513, 0.005824
15.514, 0.005824
15.515, 0.005824
15.516, 0.005824
15.517, 0.005824
15.518, 0.005824
15.519, 0.005824
15.52, 0.005824
15.521, 0.005824
15.522, 0.005824
15.523, 0.005824
15.524, 0.005824
15.525, 0.005824
15.526, 0.005824
15.527, 0.005824
15.528, 0.005824
15.529, 0.005824
15.53, 0.005824
15.531, 0.005824
15.532, 0.005824
15.533, 0.005824
15.534, 0.005824
15.535, 0.005824
15.536, 0.005824
15.537, 0.005824
15.538, 0.005824
15.539, 0.005824
15.54, 0.005824
15.541, 0.005824
15.542, 0.005824
15.543, 0.005824
15.544, 0.005824
15.545, 0.005824
15.546, 0.005824
15.547, 0.005824
15.548, 0.005824
15.549, 0.005824
15.55, 0.005824
15.551, 0.005824
15.552, 0.005824
15.553, 0.005824
15.554, 0.005824
15.555, 0.005824
15.556, 0.005824
15.557, 0.005824
15.558, 0.005824
15.559, 0.005824
15.56, 0.005824
15.561, 0.005824
15.562, 0.005824
15.563, 0.005824
15.564, 0.005824
15.565, 0.005824
15.566, 0.005824
15.567, 0.005824
15.568, 0.005824
15.569, 0.005824
15.57, 0.005824
15.571, 0.005824
15.572, 0.005824
15.573, 0.005824
15.574, 0.005824
15.575, 0.005824
15.576, 0.005824
15.577, 0.005824
15.578, 0.005824
15.579, 0.005824
15.58, 0.005824
15.581, 0.005824
15.582, 0.005824
15.583, 0.005824
15.584, 0.005824
15.585, 0.005824
15.586, 0.005824
15.587, 0.005824
15.588, 0.005824
15.589, 0.005824
15.59, 0.005824
15.591, 0.005824
15.592, 0.005824
15.593, 0.005824
15.594, 0.005824
15.595, 0.005824
15.596, 0.005824
15.597, 0.005824
15.598, 0.005824
15.599, 0.005824
15.6, 0.005824
15.601, 0.005824
15.602, 0.005824
15.603, 0.005824
15.604, 0.005824
15.605, 0.005824
15.606, 0.005824
