0.00,-0.00,0.00,0.00
11.00,-0.00,0.00,0.00
23.00,-0.00,0.00,0.00
35.00,-0.00,0.00,0.00
47.00,-0.00,0.00,0.00
58.00,-0.00,0.00,0.00
70.00,-0.00,0.00,0.00
81.00,-0.00,0.00,0.00
93.00,-0.00,0.00,0.00
104.00,-0.00,0.00,0.00
115.00,-0.00,0.00,0.00
126.00,-0.00,0.00,0.00
137.00,-0.00,0.00,0.00
149.00,-0.00,0.00,0.00
161.00,-0.00,0.00,0.00
173.00,-0.00,0.00,0.00
186.00,-0.00,0.00,0.00
198.00,-0.00,0.00,0.00
209.00,-0.00,0.00,0.00
221.00,-0.00,0.00,0.00
234.00,-0.00,0.00,0.00
246.00,-0.00,0.00,0.00
258.00,-0.00,0.00,0.00
270.00,-0.00,0.00,0.00
282.00,-0.00,0.00,0.00
294.00,-0.00,0.00,0.00
305.00,-0.00,0.00,0.00
317.00,-0.00,0.00,0.00
328.00,-0.00,0.00,0.00
340.00,-0.00,0.00,0.00
352.00,-0.00,0.00,0.00
364.00,-0.00,0.00,0.00
376.00,-0.00,0.00,0.00
388.00,-0.00,0.00,0.00
399.00,-0.00,0.00,0.00
411.00,-0.00,0.00,0.00
422.00,-0.00,0.00,0.00
434.00,-0.00,0.00,0.00
446.00,-0.00,0.00,0.00
458.00,-0.00,0.00,0.00
470.00,-0.00,0.00,0.00
482.00,-0.00,0.00,0.00
493.00,-0.00,0.00,0.00
504.00,-0.00,0.00,0.00
515.00,-0.00,0.00,0.00
527.00,-0.00,0.00,0.00
538.00,-0.00,0.00,0.00
549.00,-0.00,0.00,0.00
560.00,-0.00,0.00,0.00
572.00,-0.00,0.00,0.00
584.00,-0.00,0.00,0.00
595.00,-0.00,0.00,0.00
607.00,-0.00,0.00,0.00
619.00,-0.00,0.00,0.00
630.00,-0.00,0.00,0.00
641.00,-0.00,0.00,0.00
652.00,-0.00,0.00,0.00
664.00,-0.00,0.00,0.00
675.00,-0.00,0.00,0.00
686.00,-0.00,0.00,0.00
698.00,-0.00,0.00,0.00
710.00,-0.00,0.00,0.00
722.00,-0.00,0.00,0.00
734.00,-0.00,0.00,0.00
745.00,-0.00,0.00,0.00
757.00,-0.00,0.00,0.00
769.00,-0.00,0.00,0.00
781.00,-0.00,0.00,0.00
793.00,-0.00,0.00,0.00
804.00,-0.00,0.00,0.00
816.00,-0.00,0.00,0.00
828.00,-0.00,0.00,0.00
840.00,-0.00,0.00,0.00
852.00,-0.00,0.00,0.00
864.00,-0.00,0.00,0.00
876.00,-0.00,0.00,0.00
887.00,-0.00,0.00,0.00
899.00,-0.00,0.00,0.00
911.00,-0.00,0.00,0.00
923.00,-0.00,0.00,0.00
935.00,-0.00,0.00,0.00
947.00,-0.00,0.00,0.00
959.00,-0.00,0.00,0.00
971.00,-0.00,0.00,0.00
983.00,-0.00,0.00,0.00
995.00,-0.00,0.00,0.00
1007.00,-0.00,0.00,0.00
1019.00,-0.00,0.00,0.00
1030.00,-0.00,0.00,0.00
1042.00,-0.00,0.00,0.00
1054.00,-0.00,0.00,0.00
1065.00,-0.00,0.00,0.00
1076.00,-0.00,0.00,0.00
1087.00,-0.00,0.00,0.00
1099.00,-0.00,0.00,0.00
1111.00,-0.00,0.00,0.00
1123.00,-0.00,0.00,0.00
1135.00,-0.00,0.00,0.00
1147.00,-0.00,0.00,0.00
1158.00,-0.00,0.00,0.00
1170.00,-0.00,0.00,0.00
1182.00,-0.00,0.00,0.00
1194.00,-0.00,0.00,0.00
1205.00,-0.00,0.00,0.00
1217.00,-0.00,0.00,0.00
1229.00,-0.00,0.00,0.00
1241.00,-0.00,0.00,0.00
1253.00,-0.00,0.00,0.00
1265.00,-0.00,0.00,0.00
1277.00,-0.00,0.00,0.00
1289.00,-0.00,0.00,0.00
1301.00,-0.00,0.00,0.00
1313.00,-0.00,0.00,0.00
1325.00,-0.00,0.00,0.00
1337.00,-0.00,0.00,0.00
1349.00,-0.00,0.00,0.00
1361.00,-0.00,0.00,0.00
1373.00,-0.00,0.00,0.00
1385.00,-0.00,0.00,0.00
1397.00,-0.00,0.00,0.00
1409.00,-0.00,0.00,0.00
1421.00,-0.00,0.00,0.00
1433.00,-0.00,0.00,0.00
1445.00,-0.00,0.00,0.00
1457.00,-0.00,0.00,0.00
1469.00,-0.00,0.00,0.00
1481.00,-0.00,0.00,0.00
1493.00,-0.00,0.00,0.00
1505.00,-0.00,0.00,0.00
1517.00,-0.00,0.00,0.00
1529.00,-0.00,0.00,0.00
1541.00,-0.00,0.00,0.00
1553.00,-0.00,0.00,0.00
1565.00,-0.00,0.00,0.00
1577.00,-0.00,0.00,0.00
1589.00,-0.00,0.00,0.00
1601.00,-0.00,0.00,0.00
1613.00,-0.00,0.00,0.00
1625.00,-0.00,0.00,0.00
1637.00,-0.00,0.00,0.00
1649.00,-0.00,0.00,0.00
1661.00,-0.00,0.00,0.00
1673.00,-0.00,0.00,0.00
1685.00,-0.00,0.00,0.00
1697.00,-0.00,0.00,0.00
1709.00,-0.00,0.00,0.00
1721.00,-0.00,0.00,0.00
1733.00,-0.00,0.00,0.00
1745.00,-0.00,0.00,0.00
1757.00,-0.00,0.00,0.00
