sim_time, one_dynamixel_simulation/joint1?0/position
16.594, 0.00735891
16.595, 0.00735891
16.596, 0.00735891
16.597, 0.00735891
16.598, 0.00735891
16.599, 0.00735891
16.6, 0.00735891
16.601, 0.00735891
16.602, 0.00735891
16.603, 0.00735891
16.604, 0.00735891
16.605, 0.00735891
16.606, 0.00735891
16.607, 0.00735891
16.608, 0.00735891
16.609, 0.00735891
16.61, 0.00735891
16.611, 0.00735891
16.612, 0.00735891
16.613, 0.00735891
16.614, 0.00735891
16.615, 0.00735891
16.616, 0.00735891
16.617, 0.00735891
16.618, 0.00735891
16.619, 0.00735891
16.62, 0.00735891
16.621, 0.00735891
16.622, 0.00735891
16.623, 0.00735891
16.624, 0.00735891
16.625, 0.00735891
16.626, 0.00735891
16.627, 0.00735891
16.628, 0.00735891
16.629, 0.00735891
16.63, 0.00735891
16.631, 0.00735891
16.632, 0.00735891
16.633, 0.00735891
16.634, 0.00735891
16.635, 0.00735891
16.636, 0.00735891
16.637, 0.00735891
16.638, 0.00735891
16.639, 0.00735891
16.64, 0.00735891
16.641, 0.00735891
16.642, 0.00735891
16.643, 0.00735891
16.644, 0.00735891
16.645, 0.00735891
16.646, 0.00735891
16.647, 0.00735891
16.648, 0.00735891
16.649, 0.00735891
16.65, 0.00735891
16.651, 0.00735891
16.652, 0.00735891
16.653, 0.00735891
16.654, 0.00735891
16.655, 0.00735891
16.656, 0.00735891
16.657, 0.00735891
16.658, 0.00735891
16.659, 0.00735891
16.66, 0.00735891
16.661, 0.00735891
16.662, 0.00735891
16.663, 0.00735891
16.664, 0.00735891
16.665, 0.00735891
16.666, 0.00735891
16.667, 0.00735891
16.668, 0.00735891
16.669, 0.00735891
16.67, 0.00735891
16.671, 0.00735891
16.672, 0.00735891
16.673, 0.00735891
16.674, 0.00735891
16.675, 0.00735891
16.676, 0.00735891
16.677, 0.00735891
16.678, 0.00735891
16.679, 0.00735891
16.68, 0.00735891
16.681, 0.00735891
16.682, 0.00735891
16.683, 0.00735891
16.684, 0.00735891
16.685, 0.00735891
16.686, 0.00735891
16.687, 0.00735891
16.688, 0.00735891
16.689, 0.00735891
16.69, 0.00735891
16.691, 0.00735891
16.692, 0.00735891
16.693, 0.00735891
16.694, 0.00735891
16.695, 0.00735891
16.696, 0.00735891
16.697, 0.00735891
16.698, 0.00735891
16.699, 0.00735891
16.7, 0.00735891
16.701, 0.00735891
16.702, 0.00735891
16.703, 0.00735891
16.704, 0.00735891
16.705, 0.00735891
16.706, 0.00735891
16.707, 0.00735891
16.708, 0.00735891
16.709, 0.00735891
16.71, 0.00735891
16.711, 0.00735891
16.712, 0.00735891
16.713, 0.00735891
16.714, 0.00735891
16.715, 0.00735891
16.716, 0.00735891
16.717, 0.00735891
16.718, 0.00735891
16.719, 0.00735891
16.72, 0.00735891
16.721, 0.00735891
16.722, 0.00735891
16.723, 0.00735891
16.724, 0.00735891
