sim_time, one_dynamixel_simulation/joint1?0/velocity
2.962, -9.23706e-14
2.963, -9.23706e-14
2.964, 3.2685e-13
2.965, 1.1724e-13
2.966, 1.1724e-13
2.967, 1.1724e-13
2.968, 1.1724e-13
2.969, 1.1724e-13
2.97, -9.23705e-14
2.971, -9.23706e-14
2.972, -9.23706e-14
2.973, -9.23706e-14
2.974, -9.23706e-14
2.975, -9.23706e-14
2.976, -9.23706e-14
2.977, -9.23706e-14
2.978, -9.23706e-14
2.979, -9.23706e-14
2.98, 3.2685e-13
2.981, 1.1724e-13
2.982, 1.1724e-13
2.983, 1.1724e-13
2.984, 1.1724e-13
2.985, 1.1724e-13
2.986, 1.1724e-13
2.987, -9.23705e-14
2.988, -9.23706e-14
2.989, -9.23706e-14
2.99, -9.23706e-14
2.991, -9.23706e-14
2.992, -9.23706e-14
2.993, -9.23706e-14
2.994, -9.23706e-14
2.995, -9.23706e-14
2.996, -9.23706e-14
2.997, -9.23706e-14
2.998, 3.2685e-13
2.999, 1.1724e-13
3, 1.1724e-13
3.001, 1.1724e-13
3.002, 1.1724e-13
3.003, 1.1724e-13
3.004, -9.23705e-14
3.005, -9.23706e-14
3.006, -9.23706e-14
3.007, -9.23706e-14
3.008, -9.23706e-14
3.009, -9.23706e-14
3.01, -9.23706e-14
3.011, -9.23706e-14
3.012, -9.23706e-14
3.013, -9.23706e-14
3.014, 3.2685e-13
3.015, 1.1724e-13
3.016, 1.1724e-13
3.017, 1.1724e-13
3.018, 1.1724e-13
3.019, 1.1724e-13
3.02, -9.23705e-14
3.021, -9.23706e-14
3.022, -9.23706e-14
3.023, -9.23706e-14
3.024, -9.23706e-14
3.025, -9.23706e-14
3.026, -9.23706e-14
3.027, -9.23706e-14
3.028, -9.23706e-14
3.029, -9.23706e-14
3.03, 3.2685e-13
3.031, 1.1724e-13
3.032, 1.1724e-13
3.033, 1.1724e-13
3.034, 1.1724e-13
3.035, 1.1724e-13
3.036, 1.1724e-13
3.037, -9.23705e-14
3.038, -9.23706e-14
3.039, -9.23706e-14
3.04, -9.23706e-14
3.041, -9.23706e-14
3.042, -9.23706e-14
3.043, -9.23706e-14
3.044, -9.23706e-14
3.045, -9.23706e-14
3.046, -9.23706e-14
3.047, -9.23706e-14
3.048, 3.2685e-13
3.049, 1.1724e-13
3.05, 1.1724e-13
3.051, 1.1724e-13
3.052, 1.1724e-13
3.053, 1.1724e-13
3.054, -9.23705e-14
3.055, -9.23706e-14
3.056, -9.23706e-14
3.057, -9.23706e-14
3.058, -9.23706e-14
3.059, -9.23706e-14
3.06, -9.23706e-14
3.061, -9.23706e-14
3.062, -9.23706e-14
3.063, -9.23706e-14
3.064, 3.2685e-13
3.065, 1.1724e-13
3.066, 1.1724e-13
3.067, 1.1724e-13
3.068, 1.1724e-13
3.069, 1.1724e-13
3.07, -9.23705e-14
3.071, -9.23706e-14
3.072, -9.23706e-14
3.073, -9.23706e-14
3.074, -9.23706e-14
3.075, -9.23706e-14
3.076, -9.23706e-14
3.077, -9.23706e-14
3.078, -9.23706e-14
3.079, -9.23706e-14
3.08, 3.2685e-13
3.081, 1.1724e-13
3.082, 1.1724e-13
3.083, 1.1724e-13
3.084, 1.1724e-13
3.085, 1.1724e-13
3.086, -9.23705e-14
3.087, -9.23706e-14
3.088, -9.23706e-14
3.089, -9.23706e-14
3.09, -9.23706e-14
3.091, -9.23706e-14
3.092, -9.23706e-14
3.093, -9.23706e-14
3.094, -9.23706e-14
3.095, -9.23706e-14
3.096, 3.2685e-13
3.097, 1.1724e-13
3.098, 1.1724e-13
3.099, 1.1724e-13
3.1, 1.1724e-13
3.101, 1.1724e-13
3.102, 1.1724e-13
3.103, -9.23705e-14
3.104, -9.23706e-14
3.105, -9.23706e-14
3.106, -9.23706e-14
3.107, -9.23706e-14
3.108, -9.23706e-14
3.109, -9.23706e-14
3.11, -9.23706e-14
3.111, -9.23706e-14
3.112, -9.23706e-14
3.113, -9.23706e-14
3.114, 3.2685e-13
3.115, 1.1724e-13
3.116, 1.1724e-13
3.117, 1.1724e-13
3.118, 1.1724e-13
3.119, 1.1724e-13
3.12, -9.23705e-14
3.121, -9.23706e-14
3.122, -9.23706e-14
3.123, -9.23706e-14
3.124, -9.23706e-14
3.125, -9.23706e-14
3.126, -9.23706e-14
3.127, -9.23706e-14
3.128, -9.23706e-14
3.129, -9.23706e-14
3.13, 3.2685e-13
3.131, 1.1724e-13
3.132, 1.1724e-13
3.133, 1.1724e-13
3.134, 1.1724e-13
3.135, 1.1724e-13
3.136, -9.23705e-14
3.137, -9.23706e-14
3.138, -9.23706e-14
3.139, -9.23706e-14
3.14, -9.23706e-14
3.141, -9.23706e-14
3.142, -9.23706e-14
3.143, -9.23706e-14
3.144, -9.23706e-14
3.145, -9.23706e-14
3.146, 3.2685e-13
3.147, 1.1724e-13
3.148, 1.1724e-13
3.149, 1.1724e-13
3.15, 1.1724e-13
3.151, 1.1724e-13
3.152, -9.23705e-14
3.153, -9.23706e-14
3.154, -9.23706e-14
3.155, -9.23706e-14
3.156, -9.23706e-14
3.157, -9.23706e-14
3.158, -9.23706e-14
3.159, -9.23706e-14
3.16, -9.23706e-14
3.161, -9.23706e-14
3.162, 3.2685e-13
3.163, 1.1724e-13
3.164, 1.1724e-13
3.165, 1.1724e-13
3.166, 1.1724e-13
3.167, 1.1724e-13
3.168, 1.1724e-13
3.169, -9.23705e-14
3.17, -9.23706e-14
3.171, -9.23706e-14
3.172, -9.23706e-14
3.173, -9.23706e-14
3.174, -9.23706e-14
3.175, -9.23706e-14
3.176, -9.23706e-14
3.177, -9.23706e-14
3.178, -9.23706e-14
3.179, -9.23706e-14
3.18, 3.2685e-13
3.181, 1.1724e-13
3.182, 1.1724e-13
3.183, 1.1724e-13
3.184, 1.1724e-13
3.185, 1.1724e-13
3.186, -9.23705e-14
3.187, -9.23706e-14
3.188, -9.23706e-14
3.189, -9.23706e-14
3.19, -9.23706e-14
3.191, -9.23706e-14
3.192, -9.23706e-14
3.193, -9.23706e-14
3.194, -9.23706e-14
3.195, -9.23706e-14
3.196, 3.2685e-13
3.197, 1.1724e-13
3.198, 1.1724e-13
3.199, 1.1724e-13
3.2, 1.1724e-13
3.201, 1.1724e-13
3.202, -9.23705e-14
3.203, -9.23706e-14
3.204, -9.23706e-14
3.205, -9.23706e-14
3.206, -9.23706e-14
3.207, -9.23706e-14
3.208, -9.23706e-14
3.209, -9.23706e-14
3.21, -9.23706e-14
3.211, -9.23706e-14
3.212, 3.2685e-13
3.213, 1.1724e-13
3.214, 1.1724e-13
3.215, 1.1724e-13
3.216, 1.1724e-13
3.217, 1.1724e-13
3.218, 1.1724e-13
3.219, -9.23705e-14
3.22, -9.23706e-14
3.221, -9.23706e-14
3.222, -9.23706e-14
3.223, -9.23706e-14
3.224, -9.23706e-14
3.225, -9.23706e-14
3.226, -9.23706e-14
3.227, -9.23706e-14
3.228, -9.23706e-14
3.229, -9.23706e-14
3.23, 3.2685e-13
3.231, 1.1724e-13
3.232, 1.1724e-13
3.233, 1.1724e-13
3.234, 1.1724e-13
3.235, 1.1724e-13
3.236, -9.23705e-14
3.237, -9.23706e-14
3.238, -9.23706e-14
