sim_time, one_dynamixel_simulation/joint1?0/velocity
1.637, -1.06581e-13
1.638, 3.12639e-13
1.639, 1.10134e-13
1.64, 1.10134e-13
1.641, 1.10134e-13
1.642, 1.10134e-13
1.643, 1.10134e-13
1.644, 1.10134e-13
1.645, -1.06581e-13
1.646, -1.06581e-13
1.647, -1.06581e-13
1.648, -1.06581e-13
1.649, -1.06581e-13
1.65, -1.06581e-13
1.651, -1.06581e-13
1.652, -1.06581e-13
1.653, -1.06581e-13
1.654, 3.12639e-13
1.655, 1.10134e-13
1.656, 1.10134e-13
1.657, 1.10134e-13
1.658, 1.10134e-13
1.659, 1.10134e-13
1.66, 1.10134e-13
1.661, -1.06581e-13
1.662, -1.06581e-13
1.663, -1.06581e-13
1.664, -1.06581e-13
1.665, -1.06581e-13
1.666, -1.06581e-13
1.667, -1.06581e-13
1.668, -1.06581e-13
1.669, -1.06581e-13
1.67, 3.12639e-13
1.671, 1.10134e-13
1.672, 1.10134e-13
1.673, 1.10134e-13
1.674, 1.10134e-13
1.675, 1.10134e-13
1.676, 1.10134e-13
1.677, -1.06581e-13
1.678, -1.06581e-13
1.679, -1.06581e-13
1.68, -1.06581e-13
1.681, -1.06581e-13
1.682, -1.06581e-13
1.683, -1.06581e-13
1.684, -1.06581e-13
1.685, -1.06581e-13
1.686, -1.06581e-13
1.687, 3.12639e-13
1.688, 1.10134e-13
1.689, 1.10134e-13
1.69, 1.10134e-13
1.691, 1.10134e-13
1.692, 1.10134e-13
1.693, 1.10134e-13
1.694, 1.10134e-13
1.695, -1.06581e-13
1.696, -1.06581e-13
1.697, -1.06581e-13
1.698, -1.06581e-13
1.699, -1.06581e-13
1.7, -1.06581e-13
1.701, -1.06581e-13
1.702, -1.06581e-13
1.703, -1.06581e-13
1.704, -1.06581e-13
1.705, 3.12639e-13
1.706, 1.10134e-13
1.707, 1.10134e-13
1.708, 1.10134e-13
1.709, 1.10134e-13
1.71, 1.10134e-13
1.711, 1.10134e-13
1.712, -1.06581e-13
1.713, -1.06581e-13
1.714, -1.06581e-13
1.715, -1.06581e-13
1.716, -1.06581e-13
1.717, -1.06581e-13
1.718, -1.06581e-13
1.719, -1.06581e-13
1.72, -1.06581e-13
1.721, 3.12639e-13
1.722, 1.10134e-13
1.723, 1.10134e-13
1.724, 1.10134e-13
1.725, 1.10134e-13
1.726, 1.10134e-13
1.727, 1.10134e-13
1.728, -1.06581e-13
1.729, -1.06581e-13
1.73, -1.06581e-13
1.731, -1.06581e-13
1.732, -1.06581e-13
1.733, -1.06581e-13
1.734, -1.06581e-13
1.735, -1.06581e-13
1.736, -1.06581e-13
1.737, 3.12639e-13
1.738, 1.10134e-13
1.739, 1.10134e-13
1.74, 1.10134e-13
1.741, 1.10134e-13
1.742, 1.10134e-13
1.743, 1.10134e-13
1.744, -1.06581e-13
1.745, -1.06581e-13
1.746, -1.06581e-13
1.747, -1.06581e-13
1.748, -1.06581e-13
1.749, -1.06581e-13
1.75, -1.06581e-13
1.751, -1.06581e-13
1.752, -1.06581e-13
1.753, 3.12639e-13
1.754, 1.10134e-13
1.755, 1.10134e-13
1.756, 1.10134e-13
1.757, 1.10134e-13
1.758, 1.10134e-13
1.759, 1.10134e-13
1.76, -1.06581e-13
1.761, -1.06581e-13
1.762, -1.06581e-13
1.763, -1.06581e-13
1.764, -1.06581e-13
1.765, -1.06581e-13
1.766, -1.06581e-13
1.767, -1.06581e-13
1.768, -1.06581e-13
1.769, 3.12639e-13
1.77, 1.10134e-13
1.771, 1.10134e-13
1.772, 1.10134e-13
1.773, 1.10134e-13
1.774, 1.10134e-13
1.775, 1.10134e-13
1.776, -1.06581e-13
1.777, -1.06581e-13
1.778, -1.06581e-13
1.779, -1.06581e-13
1.78, -1.06581e-13
1.781, -1.06581e-13
1.782, -1.06581e-13
1.783, -1.06581e-13
1.784, -1.06581e-13
1.785, 3.12639e-13
1.786, 1.10134e-13
1.787, 1.10134e-13
1.788, 1.10134e-13
1.789, 1.10134e-13
1.79, 1.10134e-13
1.791, 1.10134e-13
1.792, -1.06581e-13
1.793, -1.06581e-13
1.794, -1.06581e-13
1.795, -1.06581e-13
1.796, -1.06581e-13
1.797, -1.06581e-13
1.798, -1.06581e-13
1.799, -1.06581e-13
1.8, -1.06581e-13
1.801, -1.06581e-13
1.802, 3.12639e-13
1.803, 1.10134e-13
1.804, 1.10134e-13
1.805, 1.10134e-13
1.806, 1.10134e-13
1.807, 1.10134e-13
1.808, 1.10134e-13
1.809, 1.10134e-13
1.81, -1.06581e-13
1.811, -1.06581e-13
1.812, -1.06581e-13
1.813, -1.06581e-13
1.814, -1.06581e-13
1.815, -1.06581e-13
1.816, -1.06581e-13
1.817, -1.06581e-13
1.818, -1.06581e-13
1.819, -1.06581e-13
1.82, 3.12639e-13
1.821, 1.10134e-13
1.822, 1.10134e-13
1.823, 1.10134e-13
1.824, 1.10134e-13
1.825, 1.10134e-13
1.826, 1.10134e-13
1.827, 1.10134e-13
1.828, -1.06581e-13
1.829, -1.06581e-13
1.83, -1.06581e-13
1.831, -1.06581e-13
1.832, -1.06581e-13
1.833, -1.06581e-13
1.834, -1.06581e-13
1.835, -1.06581e-13
1.836, -1.06581e-13
1.837, -1.06581e-13
1.838, 3.12639e-13
1.839, 1.10134e-13
1.84, 1.10134e-13
1.841, 1.10134e-13
1.842, 1.10134e-13
1.843, 1.10134e-13
1.844, 1.10134e-13
1.845, -1.06581e-13
1.846, -1.06581e-13
1.847, -1.06581e-13
1.848, -1.06581e-13
1.849, -1.06581e-13
1.85, -1.06581e-13
1.851, -1.06581e-13
1.852, -1.06581e-13
1.853, -1.06581e-13
1.854, 3.12639e-13
1.855, 1.10134e-13
1.856, 1.10134e-13
1.857, 1.10134e-13
1.858, 1.10134e-13
1.859, 1.10134e-13
1.86, 1.10134e-13
1.861, -1.06581e-13
1.862, -1.06581e-13
1.863, -1.06581e-13
1.864, -1.06581e-13
1.865, -1.06581e-13
1.866, -1.06581e-13
1.867, -1.06581e-13
1.868, -1.06581e-13
1.869, -1.06581e-13
1.87, 3.12639e-13
1.871, 1.10134e-13
1.872, 1.10134e-13
1.873, 1.10134e-13
1.874, 1.10134e-13
1.875, 1.10134e-13
1.876, 1.10134e-13
1.877, -1.06581e-13
1.878, -1.06581e-13
1.879, -1.06581e-13
1.88, -1.06581e-13
1.881, -1.06581e-13
1.882, -1.06581e-13
1.883, -1.06581e-13
1.884, -1.06581e-13
1.885, -1.06581e-13
1.886, 3.12639e-13
1.887, 1.10134e-13
1.888, 1.10134e-13
1.889, 1.10134e-13
1.89, 1.10134e-13
1.891, 1.10134e-13
1.892, 1.10134e-13
1.893, -1.06581e-13
1.894, -1.06581e-13
1.895, -1.06581e-13
1.896, -1.06581e-13
1.897, -1.06581e-13
1.898, -1.06581e-13
1.899, -1.06581e-13
1.9, -1.06581e-13
