20:07:57
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.77,0.61,0.02,-1.20,0.12,-0.81,565400
-0.77,0.61,0.00,-1.24,0.22,-0.82,565450
-0.76,0.60,0.01,-1.46,0.21,-0.74,565500
-0.77,0.60,0.01,-1.22,0.33,-0.68,565550
-0.77,0.60,0.00,-1.34,0.03,-0.64,565600
-0.77,0.60,0.01,-1.34,0.22,-0.74,565650
-0.77,0.60,-0.01,-1.66,0.58,-0.69,565700
-0.76,0.60,0.01,-1.49,0.22,-0.82,565750
-0.76,0.60,0.00,-1.39,0.37,-0.69,565800
-0.76,0.59,0.01,-1.31,0.28,-0.63,565850
-0.76,0.60,0.01,-1.31,0.22,-0.75,565900
-0.76,0.60,0.01,-1.43,0.24,-0.82,565950
-0.76,0.61,-0.01,-1.47,0.21,-0.70,566000
-0.77,0.60,0.02,-1.37,0.16,-0.63,566050
-0.77,0.60,0.02,-1.42,0.27,-0.69,566100
-0.77,0.60,0.01,-1.07,-0.34,-0.92,566150
-0.77,0.60,0.02,-1.18,0.05,-0.89,566200
-0.77,0.60,0.01,-1.47,0.29,-0.79,566250
-0.77,0.59,0.02,-1.12,-0.01,-0.83,566300
-0.77,0.60,0.01,-1.44,0.18,-0.78,566350
-0.77,0.59,0.02,-0.92,-0.42,-0.81,566400
-0.77,0.59,0.02,-1.16,0.20,-0.69,566450
-0.76,0.60,0.03,-1.18,-0.38,-0.94,566500
-0.76,0.60,-0.01,-1.53,0.85,-0.63,566550
-0.77,0.60,0.01,-1.34,0.37,-0.68,566600
-0.77,0.60,0.00,-1.25,-0.05,-1.00,566650
-0.77,0.60,0.01,-1.31,0.18,-0.85,566700
