20:02:40
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.76,0.59,0.10,-1.53,0.52,-0.96,285650
-0.76,0.59,0.10,-1.25,0.22,-1.00,285700
-0.76,0.58,0.10,-1.26,0.24,-0.88,285750
-0.76,0.59,0.10,-1.44,0.18,-0.83,285800
-0.76,0.59,0.10,-1.40,0.28,-0.79,285850
-0.76,0.58,0.11,-1.50,0.33,-1.02,285900
-0.76,0.59,0.11,-1.44,0.15,-0.78,285950
-0.77,0.59,0.11,-1.11,0.50,-0.95,286000
-0.76,0.59,0.10,-1.34,0.21,-0.75,286050
-0.76,0.59,0.11,-1.27,0.15,-0.82,286100
-0.76,0.59,0.10,-1.25,0.28,-1.13,286150
-0.76,0.59,0.10,-1.18,0.13,-0.88,286200
-0.76,0.58,0.10,-1.29,0.24,-0.89,286250
-0.75,0.59,0.10,-1.52,0.38,-0.98,286300
-0.76,0.59,0.10,-1.39,0.34,-1.03,286350
-0.76,0.59,0.10,-1.60,0.37,-0.85,286400
-0.77,0.58,0.10,-1.41,0.13,-0.94,286450
-0.75,0.59,0.10,-1.26,0.15,-0.87,286500
-0.76,0.59,0.10,-1.32,0.21,-0.89,286550
-0.76,0.59,0.10,-1.28,0.11,-0.96,286600
-0.76,0.58,0.10,-1.44,0.38,-0.88,286650
-0.76,0.59,0.11,-1.44,0.34,-0.77,286700
-0.76,0.58,0.11,-1.45,0.29,-0.85,286750
-0.76,0.59,0.10,-1.53,0.22,-0.99,286800
-0.76,0.58,0.10,-1.43,0.24,-0.95,286850
-0.76,0.59,0.11,-1.38,0.13,-1.05,286900
-0.76,0.59,0.10,-1.33,0.45,-0.82,286950
-0.77,0.59,0.10,-1.31,0.17,-0.78,287000
-0.76,0.59,0.10,-1.23,0.18,-0.90,287050
-0.76,0.58,0.11,-1.22,0.23,-0.89,287100
-0.76,0.59,0.11,-1.46,0.37,-0.85,287150
-0.76,0.58,0.10,-1.38,0.20,-0.90,287200
-0.76,0.58,0.11,-1.27,0.25,-0.93,287250
-0.76,0.59,0.10,-1.38,0.22,-0.92,287300
-0.75,0.59,0.09,-1.44,0.18,-0.95,287350
-0.76,0.59,0.10,-1.34,0.23,-1.04,287400
-0.75,0.59,0.10,-1.28,0.22,-1.11,287450
-0.75,0.59,0.10,-1.37,0.24,-1.09,287500
-0.76,0.59,0.11,-1.28,0.27,-0.88,287550
-0.77,0.59,0.10,-1.62,0.56,-0.82,287600
-0.76,0.59,0.10,-1.34,0.16,-1.08,287650
-0.76,0.59,0.11,-1.27,0.15,-0.93,287700
-0.76,0.59,0.11,-1.19,0.30,-0.92,287750
-0.76,0.59,0.11,-1.09,0.10,-1.02,287800
-0.76,0.58,0.10,-1.38,0.38,-0.72,287850
-0.77,0.59,0.11,-1.33,0.17,-0.90,287900
-0.76,0.58,0.11,-1.44,0.11,-1.12,287950
-0.76,0.59,0.10,-1.32,0.11,-0.80,288000
-0.76,0.59,0.10,-1.40,0.23,-0.79,288050
-0.76,0.59,0.11,-1.24,0.23,-0.86,288100
-0.76,0.59,0.10,-1.20,0.20,-0.92,288150
-0.76,0.57,0.13,-0.39,-0.99,-1.15,288200
-0.77,0.57,0.10,-1.26,0.50,-0.66,288250
-0.76,0.59,0.10,-1.60,0.27,-1.00,288300
-0.76,0.59,0.11,-1.42,0.30,-0.99,288350
-0.76,0.59,0.10,-1.41,0.47,-0.82,288400
-0.76,0.59,0.11,-1.29,0.30,-0.89,288450
-0.76,0.59,0.10,-1.29,0.27,-0.92,288500
-0.76,0.59,0.09,-1.36,0.28,-0.92,288550
-0.76,0.58,0.10,-1.25,0.26,-0.85,288600
-0.76,0.59,0.11,-1.40,0.18,-0.84,288650
-0.76,0.59,0.09,-1.35,0.16,-0.82,288700
-0.76,0.59,0.10,-1.40,0.11,-0.89,288750
-0.76,0.59,0.11,-1.50,0.31,-0.90,288800
-0.76,0.59,0.10,-1.31,0.19,-0.95,288850
-0.76,0.59,0.10,-1.18,0.17,-1.11,288900
-0.76,0.59,0.10,-1.46,0.26,-0.99,288950
-0.76,0.58,0.10,-1.48,0.50,-0.67,289000
-0.75,0.59,0.10,-1.23,0.44,-0.94,289050
-0.76,0.60,0.11,-1.21,0.27,-1.08,289100
-0.76,0.59,0.10,-1.45,0.17,-0.91,289150
-0.76,0.58,0.11,-1.17,0.26,-0.95,289200
-0.76,0.59,0.11,-1.21,0.13,-1.05,289250
-0.76,0.59,0.09,-1.61,0.44,-0.86,289300
-0.76,0.59,0.11,-1.21,0.05,-0.99,289350
-0.75,0.59,0.10,-1.35,0.30,-0.87,289400
