20:05:49
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
-0.77,0.59,0.01,-1.27,0.23,-0.97,445900
-0.76,0.61,0.01,-1.34,0.27,-0.82,445950
-0.76,0.60,0.01,-1.21,0.34,-0.95,446000
-0.76,0.60,0.01,-1.35,0.24,-0.79,446050
-0.76,0.60,0.01,-1.31,0.24,-0.79,446100
-0.76,0.60,0.01,-1.15,-0.13,-0.96,446150
-0.77,0.60,0.00,-1.34,0.31,-0.71,446200
-0.77,0.60,0.00,-1.35,0.34,-0.85,446250
-0.76,0.60,0.01,-1.50,0.34,-1.11,446300
-0.77,0.60,0.02,-1.47,0.21,-0.85,446350
-0.77,0.60,0.00,-1.47,0.31,-1.06,446400
-0.76,0.60,0.01,-1.42,0.45,-0.87,446450
-0.76,0.60,-0.00,-1.35,0.27,-0.84,446500
-0.75,0.60,0.01,-1.52,0.71,-0.66,446550
-0.77,0.59,0.02,-1.33,0.24,-1.08,446600
-0.76,0.62,0.01,0.48,3.13,-0.79,446650
-0.76,0.64,-0.08,0.22,3.98,-0.37,446700
-0.76,0.58,0.02,0.98,1.63,-0.95,446750
-0.76,0.56,0.04,2.03,1.94,-1.05,446800
-0.76,0.59,0.03,1.74,4.70,-0.49,446850
-0.77,0.60,-0.01,0.76,4.51,-0.45,446900
-0.78,0.65,-0.06,-0.90,2.20,-0.57,446950
-0.77,0.59,0.03,0.22,1.04,-1.10,447000
-0.76,0.62,-0.04,-1.05,1.78,-0.67,447050
-0.78,0.66,-0.11,0.31,4.69,-0.38,447100
-0.75,0.62,-0.02,1.11,3.01,-0.69,447150
-0.76,0.60,-0.02,1.63,3.78,-0.73,447200
-0.77,0.59,-0.03,1.01,2.52,-0.70,447250
-0.77,0.57,0.03,1.94,2.78,-0.82,447300
-0.78,0.61,-0.05,-1.64,1.27,-0.67,447350
-0.77,0.62,-0.08,0.05,2.00,-1.10,447400
-0.78,0.59,-0.01,1.18,2.83,-0.54,447450
-0.77,0.60,-0.02,0.17,2.07,-0.75,447500
-0.75,0.61,-0.05,0.56,3.42,-0.44,447550
-0.76,0.61,-0.09,-0.52,2.89,-0.72,447600
-0.75,0.63,-0.07,0.31,3.50,-0.51,447650
-0.76,0.63,-0.10,-0.54,2.43,-0.79,447700
-0.77,0.59,-0.01,0.22,1.47,-0.98,447750
-0.77,0.62,-0.08,-1.47,3.30,-0.47,447800
-0.77,0.63,-0.12,0.33,3.15,-0.40,447850
-0.76,0.59,-0.04,0.74,2.85,-0.81,447900
-0.76,0.58,-0.03,0.49,2.08,-0.81,447950
-0.77,0.61,-0.09,-0.11,2.59,-0.54,448000
-0.78,0.60,-0.09,0.84,1.68,-0.85,448050
-0.77,0.62,-0.10,-0.45,3.21,-0.50,448100
-0.75,0.60,-0.07,0.35,2.97,-0.72,448150
-0.76,0.62,-0.08,-0.29,2.95,-0.58,448200
-0.76,0.61,-0.09,0.01,2.88,-0.79,448250
-0.76,0.62,-0.13,-1.35,1.54,-0.62,448300
-0.76,0.61,-0.09,-1.34,0.21,-0.90,448350
-0.76,0.61,-0.10,-1.34,0.28,-0.83,448400
-0.77,0.56,-0.10,-3.18,1.33,0.22,448450
-0.77,0.62,-0.14,-3.51,-1.07,-0.70,448500
-0.77,0.59,-0.07,-0.92,-1.69,-1.21,448550
-0.76,0.60,-0.07,-2.44,-1.52,-1.16,448600
-0.78,0.62,-0.14,-4.09,-1.46,-0.63,448650
-0.77,0.60,-0.07,-1.51,-0.79,-0.80,448700
-0.77,0.62,-0.09,-3.14,-2.77,-1.05,448750
-0.75,0.62,-0.08,-2.02,-0.70,-0.84,448800
-0.77,0.60,-0.06,-2.66,-2.29,-1.05,448850
-0.79,0.62,-0.13,-4.22,-3.02,-0.91,448900
-0.77,0.62,-0.10,-3.41,-2.20,-0.92,448950
-0.79,0.61,-0.07,-3.17,-1.44,-0.83,449000
-0.76,0.59,-0.04,-2.45,-2.81,-1.40,449050
-0.76,0.61,-0.05,-1.69,-0.66,-1.08,449100
-0.76,0.58,0.00,-3.72,-3.24,-1.21,449150
-0.76,0.59,0.01,-2.62,-1.88,-1.15,449200
-0.76,0.61,-0.04,-2.33,-1.18,-1.08,449250
-0.76,0.64,-0.09,-5.09,-1.31,-0.63,449300
-0.77,0.61,-0.06,-4.69,-2.26,-0.91,449350
-0.78,0.61,-0.06,-3.55,-2.88,-1.08,449400
-0.76,0.61,-0.07,-4.63,-2.75,-1.08,449450
-0.78,0.60,-0.08,-2.59,-2.60,-1.01,449500
-0.78,0.57,0.01,-2.02,-3.14,-1.15,449550
-0.75,0.62,-0.02,-2.84,-1.01,-1.03,449600
-0.75,0.59,0.00,-2.26,-1.06,-1.11,449650
-0.77,0.59,0.02,-4.10,-3.92,-1.39,449700
-0.77,0.56,0.06,-3.79,-3.47,-1.19,449750
-0.77,0.63,-0.01,-3.79,-1.40,-1.08,449800
-0.77,0.60,-0.02,-2.62,-2.84,-1.08,449850
-0.78,0.61,-0.04,-3.27,-2.67,-0.97,449900
-0.77,0.61,-0.04,-4.02,-3.07,-1.07,449950
-0.77,0.58,0.02,-2.89,-2.82,-1.19,450000
-0.75,0.61,0.02,-3.02,-1.08,-0.92,450050
-0.76,0.57,0.05,-3.86,-2.20,-1.04,450100
-0.75,0.58,0.08,-3.05,-2.37,-1.31,450150
-0.76,0.58,0.05,-1.66,-1.21,-1.15,450200
-0.77,0.59,0.02,-2.30,-1.59,-1.21,450250
-0.78,0.62,-0.03,-4.45,-2.92,-0.97,450300
-0.77,0.61,-0.00,-3.49,-1.31,-0.92,450350
-0.76,0.60,0.02,-3.09,-0.43,-0.96,450400
-0.78,0.60,-0.00,-2.30,-1.49,-1.07,450450
-0.76,0.60,0.04,-2.40,-2.06,-1.28,450500
-0.76,0.61,0.02,-4.31,-3.11,-1.21,450550
-0.75,0.60,0.06,-1.44,-0.31,-0.85,450600
-0.76,0.56,0.08,-1.82,-2.92,-1.21,450650
-0.77,0.57,0.07,-2.02,-2.08,-1.02,450700
-0.76,0.57,0.08,-3.06,-2.63,-0.99,450750
-0.76,0.60,0.04,-3.00,-2.51,-1.46,450800
-0.77,0.61,0.03,-2.39,-1.96,-1.33,450850
-0.75,0.59,0.10,-3.24,-1.73,-1.08,450900
-0.75,0.59,0.10,-3.53,-0.85,-0.94,450950
-0.76,0.60,0.05,-2.92,-1.27,-0.77,451000
-0.75,0.59,0.08,-2.47,-1.81,-1.18,451050
-0.75,0.56,0.13,-1.20,-4.34,-1.71,451100
-0.76,0.58,0.10,-2.79,-2.40,-1.00,451150
-0.76,0.55,0.14,-2.77,-3.11,-1.26,451200
-0.76,0.60,0.05,-2.47,-1.37,-1.01,451250
-0.78,0.59,0.05,-2.59,-2.42,-1.17,451300
-0.75,0.61,0.08,-4.23,-1.72,-1.06,451350
-0.75,0.59,0.14,-3.13,-1.75,-1.20,451400
-0.77,0.57,0.10,-2.76,-1.82,-1.00,451450
-0.76,0.56,0.15,-2.13,-1.54,-1.18,451500
-0.76,0.61,0.06,-2.40,-1.92,-1.19,451550
-0.76,0.62,0.06,-4.24,-1.57,-0.90,451600
-0.77,0.61,0.04,-4.94,-1.85,-0.82,451650
-0.75,0.57,0.09,-3.36,-2.69,-1.23,451700
-0.76,0.63,0.03,-2.42,1.18,-0.76,451750
-0.76,0.60,0.08,-1.69,0.77,-0.93,451800
-0.78,0.59,0.12,4.28,4.60,0.15,451850
-0.74,0.55,0.17,3.32,3.96,-0.97,451900
-0.77,0.62,0.04,2.46,5.53,-0.56,451950
-0.77,0.63,0.03,1.60,5.40,-0.58,452000
-0.75,0.59,0.10,2.76,4.72,-0.59,452050
-0.77,0.58,0.09,1.20,3.40,-0.52,452100
-0.80,0.64,-0.05,-1.14,3.50,-0.21,452150
-0.77,0.58,0.06,2.98,4.89,-0.76,452200
-0.76,0.59,0.11,1.37,3.69,-1.18,452250
-0.77,0.58,0.07,2.85,3.95,-0.68,452300
-0.77,0.62,0.03,0.46,4.50,-0.27,452350
-0.78,0.59,0.01,2.94,5.33,-0.33,452400
-0.75,0.59,0.05,2.41,4.31,-0.56,452450
-0.76,0.60,0.02,2.40,5.28,-0.53,452500
-0.76,0.59,0.06,1.98,4.52,-0.76,452550
-0.78,0.60,-0.02,0.19,2.86,-0.74,452600
-0.76,0.61,0.01,-1.40,0.19,-0.80,452650
-0.77,0.60,0.01,-1.24,0.22,-0.79,452700
-0.77,0.60,0.00,-1.36,0.29,-0.88,452750
-0.77,0.60,0.01,-1.30,0.09,-0.97,452800
-0.76,0.60,0.02,-1.11,0.19,-0.96,452850
-0.77,0.60,0.01,-1.47,0.18,-1.02,452900
-0.77,0.60,0.02,-1.29,0.11,-0.90,452950
-0.77,0.60,-0.00,-0.88,0.89,-0.98,453000
-0.77,0.61,0.01,-1.20,0.68,-0.66,453050
-0.76,0.61,-0.02,-2.16,1.28,-0.90,453100
-0.76,0.61,0.01,-1.69,0.24,-1.18,453150
-0.77,0.59,0.01,-1.37,0.18,-0.85,453200
-0.78,0.60,0.03,-1.11,-0.08,-0.95,453250
-0.76,0.60,-0.00,-1.32,-0.07,-0.95,453300
-0.76,0.59,0.00,-1.21,0.39,-0.60,453350
-0.76,0.59,0.01,-1.21,0.52,-0.67,453400
-0.77,0.60,0.01,-0.99,-0.23,-0.95,453450
-0.78,0.60,0.01,-1.53,0.54,-0.60,453500
-0.78,0.60,0.01,-1.17,0.30,-0.70,453550
-0.77,0.61,0.02,-1.10,-0.31,-1.11,453600
-0.77,0.61,0.01,-1.49,0.14,-0.98,453650
-0.78,0.60,0.02,-1.26,0.26,-0.98,453700
-0.78,0.60,0.01,-1.31,0.05,-0.95,453750
-0.76,0.60,0.01,-1.22,-0.10,-1.07,453800
-0.78,0.60,0.01,-1.42,0.53,-0.82,453850
-0.77,0.59,0.01,-1.13,0.25,-1.00,453900
-0.77,0.60,0.02,-1.06,-0.03,-0.82,453950
-0.76,0.60,-0.01,-1.42,0.55,-0.89,454000
-0.78,0.60,0.00,-1.40,0.44,-1.01,454050
-0.76,0.59,-0.00,-1.40,0.46,-0.83,454100
-0.77,0.60,0.02,-1.29,0.07,-0.94,454150
-0.78,0.60,0.02,-1.05,0.04,-0.95,454200
-0.77,0.60,0.01,-1.33,-0.02,-0.88,454250
-0.76,0.60,0.01,-1.47,0.39,-0.89,454300
-0.77,0.59,0.01,-1.10,-0.18,-1.00,454350
-0.78,0.60,0.01,-1.32,0.24,-0.89,454400
-0.78,0.61,0.02,-1.30,-0.02,-0.92,454450
-0.77,0.60,0.01,-1.33,0.25,-0.98,454500
-0.76,0.61,0.00,-1.56,0.47,-0.95,454550
-0.76,0.60,0.01,-1.26,0.33,-0.82,454600
-0.77,0.60,0.01,-1.17,0.02,-0.82,454650
-0.77,0.61,0.01,-1.37,0.22,-0.85,454700
-0.76,0.60,0.01,-1.11,0.11,-0.88,454750
-0.76,0.61,-0.00,-1.58,0.47,-0.87,454800
-0.77,0.60,0.01,-1.30,0.11,-1.05,454850
-0.77,0.61,0.01,-1.60,0.63,-0.84,454900
-0.77,0.60,0.01,-1.29,0.14,-0.95,454950
-0.77,0.60,0.02,-1.20,-0.14,-1.04,455000
-0.76,0.59,0.02,-0.91,-0.08,-1.01,455050
-0.77,0.59,0.01,-1.56,0.46,-0.65,455100
-0.78,0.60,0.01,-1.43,0.18,-1.00,455150
-0.77,0.60,0.01,-1.21,0.10,-1.02,455200
-0.77,0.61,0.02,-1.37,-0.29,-1.01,455250
-0.77,0.60,0.00,-1.40,0.27,-0.81,455300
-0.76,0.60,0.02,-1.00,-0.01,-0.93,455350
-0.77,0.59,0.01,-1.21,0.51,-0.63,455400
-0.77,0.59,0.01,-1.05,-0.11,-0.79,455450
-0.76,0.60,0.01,-1.38,0.18,-0.99,455500
-0.77,0.60,0.02,-1.22,0.22,-0.82,455550
-0.76,0.60,0.00,-1.35,0.50,-0.83,455600
-0.77,0.60,0.01,-1.20,0.29,-0.85,455650
-0.77,0.60,0.02,-1.15,0.60,-0.91,455700
-0.77,0.59,0.02,-1.12,0.15,-1.04,455750
-0.77,0.61,0.01,-1.50,0.39,-0.91,455800
-0.75,0.60,0.00,-1.72,0.53,-0.78,455850
-0.76,0.60,0.00,-1.21,0.15,-1.14,455900
-0.78,0.60,-0.00,-1.29,0.23,-0.92,455950
-0.76,0.60,0.02,-1.30,0.00,-0.87,456000
-0.76,0.60,-0.00,-1.44,0.41,-0.93,456050
-0.78,0.60,0.01,-1.28,0.29,-1.02,456100
-0.77,0.60,0.02,-1.21,-0.02,-1.02,456150
-0.77,0.61,-0.00,-1.50,0.44,-0.87,456200
-0.76,0.60,0.02,-1.17,0.21,-0.81,456250
-0.76,0.60,-0.00,-1.26,0.24,-0.95,456300
-0.78,0.59,0.01,-1.26,0.33,-0.85,456350
-0.76,0.60,-0.01,-1.36,0.55,-0.75,456400
-0.76,0.59,0.01,-1.15,0.25,-0.95,456450
-0.76,0.61,0.01,-1.44,0.48,-0.73,456500
-0.78,0.60,0.01,-1.31,0.01,-1.02,456550
-0.77,0.61,0.02,-1.19,-0.05,-0.94,456600
-0.77,0.59,0.02,-1.14,-0.07,-0.96,456650
-0.77,0.61,0.00,-1.14,0.16,-0.89,456700
