20:06:46
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
0.06,-0.09,0.95,-1.45,0.48,-1.06,498050
0.05,-0.11,0.95,-1.22,0.08,-1.10,498100
0.06,-0.09,0.94,-1.31,0.13,-0.95,498150
0.05,-0.09,0.94,-1.38,0.24,-1.04,498200
0.06,-0.09,0.94,-1.49,0.56,-1.02,498250
0.05,-0.10,0.94,-1.43,0.22,-1.02,498300
0.06,-0.09,0.94,-1.24,0.03,-0.90,498350
0.06,-0.10,0.94,-1.40,0.31,-1.14,498400
0.05,-0.10,0.95,-1.41,0.41,-1.03,498450
0.06,-0.09,0.95,-1.27,0.36,-0.94,498500
0.06,-0.10,0.94,-1.34,0.21,-1.10,498550
0.06,-0.08,0.94,-1.53,0.46,-1.02,498600
0.05,-0.09,0.94,-1.40,0.25,-1.05,498650
0.06,-0.10,0.93,-1.27,0.21,-0.91,498700
0.06,-0.09,0.94,-1.21,0.15,-0.93,498750
0.06,-0.09,0.93,-1.47,0.46,-1.07,498800
0.05,-0.09,0.95,-1.28,0.09,-1.20,498850
0.06,-0.10,0.94,-1.53,0.01,-1.25,498900
0.06,-0.09,0.95,-1.34,-0.02,-1.06,498950
0.06,-0.09,0.94,-1.25,0.42,-1.07,499000
0.06,-0.10,0.94,-1.47,0.44,-0.97,499050
0.06,-0.10,0.94,-1.31,0.07,-0.98,499100
0.06,-0.09,0.95,-1.36,0.10,-1.04,499150
0.06,-0.09,0.94,-1.35,0.61,-1.06,499200
0.06,-0.10,0.94,-1.26,0.55,-0.91,499250
0.06,-0.09,0.95,-1.34,0.30,-0.85,499300
0.06,-0.09,0.95,-1.45,0.18,-1.11,499350
0.06,-0.09,0.94,-1.36,0.39,-0.98,499400
0.05,-0.10,0.95,-1.40,0.04,-1.02,499450
0.05,-0.09,0.94,-1.30,0.38,-0.89,499500
0.06,-0.09,0.94,-1.16,0.09,-1.05,499550
0.06,-0.09,0.94,-1.27,-0.07,-1.05,499600
0.06,-0.09,0.94,-1.65,0.37,-1.02,499650
0.06,-0.10,0.94,-1.31,0.21,-0.98,499700
0.05,-0.10,0.94,-1.11,0.21,-0.88,499750
0.06,-0.09,0.95,-1.40,0.05,-1.26,499800
0.06,-0.10,0.93,-1.31,0.39,-0.95,499850
0.05,-0.10,0.93,-1.18,0.34,-0.92,499900
0.06,-0.10,0.94,-1.44,0.38,-0.96,499950
0.06,-0.09,0.93,-1.42,0.38,-0.99,500000
0.05,-0.12,0.96,-0.36,-1.11,-1.32,500050
0.06,-0.09,0.94,-1.56,0.29,-1.12,500100
0.06,-0.10,0.95,-1.40,0.41,-1.04,500150
0.05,-0.10,0.94,-1.43,0.27,-0.92,500200
0.06,-0.09,0.94,-1.25,0.25,-1.12,500250
0.06,-0.10,0.94,-1.25,0.18,-0.92,500300
0.06,-0.10,0.94,-1.47,0.35,-0.90,500350
0.06,-0.10,0.94,-1.31,0.09,-1.03,500400
0.06,-0.08,0.94,-1.41,0.37,-0.95,500450
0.05,-0.10,0.94,-1.25,0.45,-0.91,500500
0.06,-0.10,0.94,-1.38,0.27,-0.96,500550
0.06,-0.10,0.95,-1.38,0.27,-0.98,500600
0.05,-0.10,0.95,-1.38,0.21,-0.79,500650
0.05,-0.10,0.93,-1.33,0.43,-0.90,500700
0.06,-0.09,0.93,-1.17,0.30,-1.04,500750
0.05,-0.09,0.95,-1.36,0.14,-1.12,500800
0.06,-0.09,0.95,-1.42,0.09,-1.02,500850
0.06,-0.09,0.93,-1.17,0.25,-0.94,500900
0.05,-0.10,0.96,-1.37,0.44,-1.03,500950
0.05,-0.10,0.95,-1.37,0.45,-0.95,501000
0.06,-0.09,0.95,-1.21,0.17,-0.99,501050
0.05,-0.10,0.94,-1.34,0.24,-1.12,501100
